student_id,weekday,class_start_time,distance_km,weather,transport_mode,avg_speed_kmh,habitual_punctuality,sleep_hours,alarm_used,expected_time,check_in_time,late_minutes
N22DCIT993,Friday,07:00,2.7,sunny,bike,17.5,0.56,6.26,no,06:50,06:59,0
N22DCME047,Sunday,07:00,7.2,sunny,bus,23.3,0.73,6.43,yes,06:41,06:51,0
N22DCVT150,Friday,07:00,3.4,rainy,bike,17.0,0.62,5.46,yes,06:48,06:55,0
N22DCME677,Thursday,07:00,9.7,cloudy,bus,33.6,0.68,6.68,yes,06:42,06:51,0
N22DCME509,Friday,07:00,6.8,rainy,bus,29.1,0.63,5.98,yes,06:45,06:51,0
N22DCME592,Saturday,07:00,0.7,sunny,walk,4.6,0.59,7.23,yes,06:50,06:56,0
N22DCCN227,Monday,07:00,9.2,rainy,bus,36.8,0.82,5.07,yes,06:45,06:58,0
N22DCIT702,Wednesday,07:00,1.4,rainy,walk,5.6,0.94,6.8,yes,06:45,06:52,0
N22DCDK836,Friday,07:00,6.7,sunny,bus,27.8,0.89,6.56,yes,06:45,06:52,0
N22DCDK067,Tuesday,07:00,7.2,sunny,bus,36.6,0.9,6.1,yes,06:48,07:02,3
N22DCIT625,Sunday,07:00,9.7,sunny,bus,20.7,0.96,5.7,yes,06:31,06:36,0
N22DCCN149,Saturday,07:00,9.7,rainy,bus,32.9,0.84,8.93,yes,06:42,06:47,0
N22DCME405,Sunday,07:00,9.1,windy,bus,24.2,0.87,7.12,yes,06:37,06:39,0
N22DCDK060,Thursday,07:00,3.0,cloudy,bike,21.9,0.68,8.13,yes,06:51,06:51,0
N22DCDK486,Monday,07:00,6.3,cloudy,bus,30.2,0.67,6.88,yes,06:47,06:59,0
N22DCIT565,Monday,07:00,8.5,sunny,bus,35.8,0.55,8.87,yes,06:45,06:55,0
N22DCCN170,Tuesday,07:00,6.7,windy,bus,35.1,0.6,6.44,yes,06:48,07:02,2
N22DCVT599,Friday,07:00,2.9,rainy,bike,15.1,0.85,6.45,no,06:48,06:48,0
N22DCCN103,Wednesday,07:00,9.0,cloudy,bus,29.4,0.5,7.4,yes,06:41,06:41,0
N22DCDK786,Tuesday,07:00,8.5,rainy,bus,37.2,0.83,8.12,yes,06:46,06:51,0
N22DCCN263,Saturday,07:00,8.2,rainy,bus,25.3,0.53,9.0,yes,06:40,06:51,0
N22DCDK106,Sunday,07:00,4.4,rainy,bike,20.5,0.7,5.49,yes,06:47,06:51,0
N22DCDK555,Sunday,07:00,5.5,cloudy,bus,29.9,0.65,6.54,yes,06:48,07:01,1
N22DCCN813,Thursday,07:00,0.7,sunny,walk,5.5,0.81,6.58,yes,06:52,07:01,2
N22DCIT592,Thursday,07:00,6.1,cloudy,bus,25.6,0.67,8.8,yes,06:45,06:49,0
N22DCCN698,Saturday,07:00,4.5,sunny,bike,16.7,0.75,6.56,yes,06:43,06:54,0
N22DCVT513,Friday,07:00,8.1,windy,bus,31.6,0.72,5.68,no,06:44,06:52,0
N22DCVT015,Wednesday,07:00,0.9,sunny,walk,4.5,0.99,5.87,yes,06:48,06:58,0
N22DCME463,Wednesday,07:00,6.6,sunny,bus,35.2,0.83,5.63,no,06:48,06:48,0
N22DCME289,Friday,07:00,3.7,rainy,bike,24.1,0.84,8.24,yes,06:50,06:53,0
N22DCME463,Thursday,07:00,9.3,rainy,bus,39.4,0.78,5.03,yes,06:45,06:59,0
N22DCDK429,Monday,07:00,5.3,sunny,bus,38.1,0.94,6.99,yes,06:51,06:54,0
N22DCIT535,Sunday,07:00,3.5,rainy,bike,17.2,0.65,5.4,yes,06:47,06:52,0
N22DCCN126,Thursday,07:00,4.5,rainy,bike,17.5,0.51,8.9,yes,06:44,06:52,0
N22DCVT527,Sunday,07:00,8.2,sunny,bus,30.2,0.92,5.39,yes,06:43,06:45,0
N22DCIT117,Saturday,07:00,6.9,sunny,bus,26.5,0.65,7.86,no,06:44,06:55,0
N22DCCN831,Wednesday,07:00,9.4,sunny,bus,30.7,0.96,5.23,yes,06:41,06:51,0
N22DCDK959,Friday,07:00,7.9,sunny,bus,39.1,0.59,7.99,no,06:47,07:01,2
N22DCVT054,Saturday,07:00,6.2,sunny,bus,30.4,0.79,6.47,yes,06:47,06:58,0
N22DCIT054,Wednesday,07:00,8.0,windy,bus,33.2,0.6,6.85,no,06:45,06:48,0
N22DCME472,Saturday,07:00,5.5,rainy,bus,21.4,0.84,8.6,yes,06:44,06:45,0
N22DCIT266,Wednesday,07:00,8.0,sunny,bus,31.1,0.51,7.98,yes,06:44,06:49,0
N22DCVT312,Saturday,07:00,5.9,cloudy,bus,39.9,0.88,7.85,no,06:51,06:56,0
N22DCIT058,Wednesday,07:00,3.3,windy,bike,18.0,0.51,5.88,no,06:49,07:00,0
N22DCVT733,Tuesday,07:00,1.8,rainy,walk,5.1,0.77,7.74,no,06:38,06:47,0
N22DCME134,Monday,07:00,8.3,cloudy,bus,35.1,0.96,7.82,yes,06:45,06:54,0
N22DCVT844,Wednesday,07:00,1.1,windy,walk,6.0,0.68,6.22,yes,06:49,07:01,1
N22DCDK244,Sunday,07:00,7.6,sunny,bus,36.6,0.95,7.24,yes,06:47,06:55,0
N22DCCN813,Thursday,07:00,2.7,cloudy,bike,15.1,0.52,8.18,yes,06:49,07:01,2
N22DCDK551,Thursday,07:00,0.8,sunny,walk,5.5,0.94,7.88,yes,06:51,07:03,3
N22DCCN141,Wednesday,07:00,9.4,rainy,bus,39.2,0.98,6.3,yes,06:45,06:48,0
N22DCVT360,Saturday,07:00,6.4,windy,bus,35.8,0.75,8.23,yes,06:49,06:57,0
N22DCCN907,Saturday,07:00,4.7,windy,bike,23.0,0.61,8.9,yes,06:47,06:55,0
N22DCDK351,Monday,07:00,6.2,sunny,bus,30.5,0.86,6.69,yes,06:47,06:53,0
N22DCCN899,Monday,07:00,5.8,rainy,bus,21.0,0.81,8.04,yes,06:43,06:55,0
N22DCIT630,Saturday,07:00,8.7,windy,bus,38.6,0.87,8.58,yes,06:46,06:48,0
N22DCCN282,Wednesday,07:00,6.2,cloudy,bus,37.0,0.68,6.97,yes,06:49,06:53,0
N22DCDK809,Saturday,07:00,7.6,sunny,bus,27.3,0.94,6.02,yes,06:43,06:56,0
N22DCCN426,Tuesday,07:00,1.4,rainy,walk,5.6,0.9,5.24,yes,06:45,06:47,0
N22DCME182,Wednesday,07:00,2.8,cloudy,bike,20.7,0.61,7.43,yes,06:51,06:54,0
N22DCCN057,Thursday,07:00,7.2,windy,bus,20.8,0.65,5.55,yes,06:39,06:52,0
N22DCME230,Saturday,07:00,2.3,sunny,bike,22.3,0.64,8.48,no,06:53,07:03,4
N22DCCN547,Monday,07:00,5.9,sunny,bus,20.8,0.89,7.97,yes,06:42,06:44,0
N22DCME698,Saturday,07:00,8.7,cloudy,bus,28.9,0.8,5.11,yes,06:41,06:46,0
N22DCCN288,Sunday,07:00,4.7,sunny,bike,21.7,0.88,6.6,yes,06:47,07:00,0
N22DCVT896,Wednesday,07:00,2.2,sunny,bike,17.5,0.78,8.34,yes,06:52,07:06,6
N22DCME776,Saturday,07:00,8.8,sunny,bus,26.2,0.58,6.2,yes,06:39,06:42,0
N22DCME007,Saturday,07:00,2.5,sunny,bike,20.1,0.77,6.32,yes,06:52,07:04,5
N22DCDK709,Tuesday,07:00,3.5,cloudy,bike,19.1,0.82,6.6,no,06:49,06:49,0
N22DCME958,Friday,07:00,2.8,sunny,bike,18.9,0.96,7.19,yes,06:51,07:04,5
N22DCCN500,Thursday,07:00,1.3,sunny,walk,5.2,0.66,6.77,yes,06:45,06:50,0
N22DCME472,Wednesday,07:00,0.8,cloudy,walk,5.8,0.91,7.22,no,06:51,06:57,0
N22DCVT029,Tuesday,07:00,6.9,cloudy,bus,35.1,0.85,5.31,yes,06:48,06:53,0
N22DCCN839,Friday,07:00,4.2,sunny,bike,16.2,0.9,8.92,yes,06:44,06:47,0
N22DCCN615,Monday,07:00,1.8,sunny,walk,4.7,0.6,8.17,yes,06:37,06:45,0
N22DCDK430,Saturday,07:00,9.4,cloudy,bus,24.1,0.76,7.58,yes,06:36,06:48,0
N22DCVT319,Saturday,07:00,7.5,sunny,bus,31.6,0.73,5.74,yes,06:45,06:48,0
N22DCVT816,Saturday,07:00,9.6,rainy,bus,32.1,0.54,7.51,yes,06:42,06:54,0
N22DCME754,Thursday,07:00,5.2,rainy,bus,20.4,0.72,7.18,yes,06:44,06:53,0
N22DCME915,Thursday,07:00,9.7,cloudy,bus,32.9,0.67,5.67,yes,06:42,06:50,0
N22DCCN502,Friday,07:00,6.7,sunny,bus,32.3,0.51,5.76,yes,06:47,06:59,0
N22DCME992,Thursday,07:00,3.3,sunny,bike,16.6,0.93,6.76,no,06:48,06:58,0
N22DCVT506,Friday,07:00,7.2,sunny,bus,35.7,0.5,7.62,yes,06:47,06:56,0
N22DCVT748,Thursday,07:00,7.6,sunny,bus,37.0,0.51,6.85,yes,06:47,07:01,1
N22DCIT892,Sunday,07:00,1.3,sunny,walk,4.8,0.88,5.57,yes,06:43,06:57,0
N22DCCN783,Tuesday,07:00,3.2,cloudy,bike,17.3,0.87,5.68,yes,06:48,06:56,0
N22DCDK155,Wednesday,07:00,5.8,windy,bus,21.1,0.51,5.58,no,06:43,06:46,0
N22DCDK404,Tuesday,07:00,7.3,sunny,bus,32.2,0.98,8.73,yes,06:46,06:54,0
N22DCCN435,Saturday,07:00,1.2,sunny,walk,4.5,0.92,7.16,no,06:44,06:45,0
N22DCCN509,Tuesday,07:00,2.1,sunny,bike,21.4,0.93,8.15,no,06:54,07:04,4
N22DCCN558,Monday,07:00,8.2,rainy,bus,29.6,0.76,7.82,yes,06:43,06:47,0
N22DCIT114,Sunday,07:00,5.1,sunny,bus,35.3,0.64,8.47,yes,06:51,06:54,0
N22DCIT825,Saturday,07:00,0.9,rainy,walk,5.2,0.92,6.86,yes,06:49,06:50,0
N22DCME358,Saturday,07:00,1.8,sunny,walk,5.2,0.67,6.92,yes,06:39,06:45,0
N22DCDK570,Tuesday,07:00,4.4,rainy,bike,16.0,0.59,7.39,yes,06:43,06:47,0
N22DCIT787,Saturday,07:00,8.9,sunny,bus,34.3,0.79,5.22,yes,06:44,06:55,0
N22DCME027,Wednesday,07:00,1.5,rainy,walk,5.7,0.82,6.81,yes,06:44,06:54,0
N22DCIT386,Thursday,07:00,9.7,sunny,bus,27.4,0.58,8.05,yes,06:38,06:48,0
N22DCVT169,Friday,07:00,8.0,sunny,bus,30.4,0.97,6.9,yes,06:44,06:51,0
N22DCDK831,Saturday,07:00,1.1,cloudy,walk,4.3,0.65,7.41,yes,06:44,06:58,0
N22DCIT033,Sunday,07:00,8.9,cloudy,bus,26.1,0.65,8.48,yes,06:39,06:43,0
N22DCIT685,Saturday,07:00,5.5,rainy,bus,20.3,0.81,5.45,no,06:43,06:54,0
N22DCDK382,Thursday,07:00,1.3,rainy,walk,5.3,0.94,7.61,yes,06:45,06:59,0
N22DCDK858,Wednesday,07:00,6.0,sunny,bus,30.0,0.58,8.09,yes,06:48,06:57,0
N22DCVT623,Tuesday,07:00,8.0,sunny,bus,21.6,0.5,7.26,yes,06:37,06:47,0
N22DCVT219,Saturday,07:00,3.2,rainy,bike,16.7,0.79,8.41,yes,06:48,06:56,0
N22DCDK140,Saturday,07:00,1.7,sunny,walk,4.8,0.59,7.17,yes,06:38,06:47,0
N22DCIT614,Thursday,07:00,9.4,rainy,bus,29.9,0.74,6.87,yes,06:41,06:45,0
N22DCCN406,Thursday,07:00,8.9,sunny,bus,22.1,0.98,7.95,no,06:35,06:36,0
N22DCCN539,Sunday,07:00,7.7,sunny,bus,25.7,0.9,5.55,yes,06:42,06:56,0
N22DCCN494,Saturday,07:00,3.9,sunny,bike,17.9,0.93,8.46,yes,06:46,06:49,0
N22DCCN912,Thursday,07:00,6.5,rainy,bus,21.2,0.91,7.38,yes,06:41,06:52,0
N22DCIT035,Friday,07:00,2.5,cloudy,bike,16.4,0.69,8.57,no,06:50,06:59,0
N22DCDK788,Saturday,07:00,3.1,sunny,bike,17.6,0.94,6.7,yes,06:49,06:59,0
N22DCVT499,Saturday,07:00,5.8,sunny,bus,32.2,0.91,5.83,yes,06:49,07:00,1
N22DCVT715,Thursday,07:00,2.3,cloudy,bike,16.7,0.61,6.41,yes,06:51,07:06,6
N22DCDK237,Friday,07:00,6.7,sunny,bus,22.5,0.77,6.58,yes,06:42,06:43,0
N22DCDK882,Wednesday,07:00,7.6,rainy,bus,21.4,0.76,6.5,yes,06:38,06:41,0
N22DCCN408,Sunday,07:00,2.3,cloudy,bike,23.8,0.69,6.47,yes,06:54,07:04,4
N22DCCN170,Sunday,07:00,8.1,rainy,bus,36.5,0.62,7.69,yes,06:46,06:47,0
N22DCIT357,Sunday,07:00,4.6,sunny,bike,23.8,0.77,8.53,yes,06:48,06:51,0
N22DCIT028,Thursday,07:00,1.7,sunny,walk,4.3,0.72,7.47,yes,06:36,06:37,0
N22DCDK570,Wednesday,07:00,8.7,sunny,bus,29.9,0.51,6.14,yes,06:42,06:45,0
N22DCVT447,Sunday,07:00,4.8,sunny,bike,18.5,0.63,7.89,yes,06:44,06:48,0
N22DCME114,Thursday,07:00,1.8,sunny,walk,4.9,0.96,8.14,yes,06:37,06:48,0
N22DCME093,Sunday,07:00,3.9,rainy,bike,20.9,0.7,6.59,yes,06:48,06:58,0
N22DCME591,Wednesday,07:00,8.2,sunny,bus,24.2,0.85,6.38,yes,06:39,06:48,0
N22DCME613,Monday,07:00,8.5,sunny,bus,29.9,0.66,6.59,yes,06:42,06:46,0
N22DCME335,Saturday,07:00,1.8,sunny,walk,4.7,0.76,6.6,yes,06:37,06:44,0
N22DCDK455,Monday,07:00,4.5,sunny,bike,15.5,0.68,7.61,no,06:42,06:51,0
N22DCVT797,Thursday,07:00,4.4,sunny,bike,16.6,0.92,5.98,yes,06:44,06:56,0
N22DCME211,Sunday,07:00,3.1,cloudy,bike,21.0,0.61,8.77,yes,06:51,07:02,3
N22DCIT742,Monday,07:00,5.9,rainy,bus,32.5,0.67,6.69,no,06:49,06:58,0
N22DCCN081,Monday,07:00,9.8,sunny,bus,35.1,0.9,6.81,yes,06:43,06:50,0
N22DCCN550,Wednesday,07:00,9.3,rainy,bus,26.8,0.9,7.25,yes,06:39,06:41,0
N22DCVT534,Wednesday,07:00,1.8,windy,walk,4.2,0.74,8.52,no,06:34,06:45,0
N22DCCN201,Monday,07:00,7.3,sunny,bus,34.9,0.51,5.11,no,06:47,06:57,0
N22DCDK775,Sunday,07:00,5.6,sunny,bus,35.5,0.84,7.57,yes,06:50,06:52,0
N22DCVT091,Wednesday,07:00,9.5,sunny,bus,33.9,0.89,7.21,yes,06:43,06:43,0
N22DCIT249,Friday,07:00,8.4,sunny,bus,32.3,0.86,8.43,yes,06:44,06:56,0
N22DCIT781,Monday,07:00,2.9,sunny,bike,23.5,0.73,6.3,yes,06:52,07:00,1
N22DCDK952,Tuesday,07:00,7.1,sunny,bus,28.6,0.77,8.05,yes,06:45,06:50,0
N22DCIT335,Thursday,07:00,5.7,rainy,bus,37.4,0.94,7.69,yes,06:50,06:51,0
N22DCME710,Friday,07:00,9.4,cloudy,bus,23.2,0.83,7.13,no,06:35,06:41,0
N22DCVT057,Tuesday,07:00,0.9,sunny,walk,5.0,0.8,6.33,no,06:49,06:57,0
N22DCVT685,Saturday,07:00,7.1,sunny,bus,25.0,0.6,8.55,yes,06:42,06:57,0
N22DCCN861,Tuesday,07:00,5.0,sunny,bike,21.6,0.8,7.25,yes,06:46,06:47,0
N22DCIT131,Friday,07:00,3.7,cloudy,bike,17.9,0.78,5.19,yes,06:47,06:48,0
N22DCIT129,Saturday,07:00,7.6,sunny,bus,20.0,0.97,8.53,yes,06:37,06:51,0
N22DCCN441,Wednesday,07:00,1.9,sunny,walk,4.8,0.68,5.2,yes,06:36,06:41,0
N22DCCN356,Tuesday,07:00,6.4,sunny,bus,35.9,0.57,8.88,yes,06:49,07:00,0
N22DCDK886,Tuesday,07:00,8.4,sunny,bus,33.0,0.55,6.66,no,06:44,06:55,0
N22DCIT011,Thursday,07:00,6.1,sunny,bus,25.9,0.5,5.72,yes,06:45,06:57,0
N22DCCN658,Friday,07:00,1.0,cloudy,walk,4.9,0.76,8.78,yes,06:47,06:55,0
N22DCVT791,Sunday,07:00,7.8,windy,bus,23.1,0.53,8.53,yes,06:39,06:42,0
N22DCME031,Friday,07:00,1.9,rainy,walk,4.0,0.88,6.1,yes,06:31,06:37,0
N22DCDK606,Friday,07:00,9.0,windy,bus,29.7,0.87,8.56,yes,06:41,06:55,0
N22DCCN706,Thursday,07:00,4.8,sunny,bike,21.7,0.53,6.57,no,06:46,06:59,0
N22DCCN328,Wednesday,07:00,3.8,cloudy,bike,22.2,0.6,7.74,yes,06:49,07:02,3
N22DCME092,Sunday,07:00,4.8,rainy,bike,24.1,0.58,5.89,yes,06:48,06:52,0
N22DCIT766,Saturday,07:00,3.6,cloudy,bike,20.3,0.68,5.13,yes,06:49,06:53,0
N22DCCN766,Monday,07:00,6.2,sunny,bus,34.8,0.99,6.19,yes,06:49,07:02,3
N22DCME882,Friday,07:00,7.3,sunny,bus,24.4,0.95,7.86,yes,06:42,06:45,0
N22DCVT927,Sunday,07:00,2.7,cloudy,bike,15.2,0.93,7.11,no,06:49,06:57,0
N22DCDK739,Wednesday,07:00,6.6,cloudy,bus,37.0,0.7,6.71,yes,06:49,06:49,0
N22DCCN607,Tuesday,07:00,4.8,sunny,bike,23.5,0.95,5.17,no,06:47,06:57,0
N22DCME769,Tuesday,07:00,8.9,sunny,bus,31.8,0.86,7.77,yes,06:43,06:48,0
N22DCCN176,Wednesday,07:00,5.6,cloudy,bus,25.0,0.71,7.37,no,06:46,06:48,0
N22DCVT710,Sunday,07:00,9.9,sunny,bus,22.9,0.77,5.36,yes,06:34,06:43,0
N22DCME068,Tuesday,07:00,3.0,sunny,bike,19.0,0.73,5.42,yes,06:50,07:00,0
N22DCDK588,Wednesday,07:00,3.1,rainy,bike,22.5,0.56,8.06,no,06:51,06:54,0
N22DCME878,Wednesday,07:00,5.3,cloudy,bus,35.2,0.89,5.7,yes,06:50,06:52,0
N22DCME167,Saturday,07:00,7.3,rainy,bus,25.3,0.95,7.06,yes,06:42,06:44,0
N22DCDK074,Friday,07:00,4.3,sunny,bike,15.8,0.57,6.91,yes,06:43,06:47,0
N22DCME810,Tuesday,07:00,2.3,sunny,bike,19.7,0.91,7.99,yes,06:52,06:55,0
N22DCDK099,Monday,07:00,4.4,cloudy,bike,22.7,0.79,7.66,yes,06:48,07:02,2
N22DCCN133,Monday,07:00,7.6,sunny,bus,31.8,0.55,6.48,no,06:45,06:48,0
N22DCME392,Friday,07:00,1.7,cloudy,walk,4.8,0.86,8.08,yes,06:38,06:42,0
N22DCCN935,Sunday,07:00,3.4,sunny,bike,19.1,0.92,8.35,no,06:49,07:03,3
N22DCIT546,Tuesday,07:00,7.0,windy,bus,30.6,0.93,8.92,yes,06:46,07:00,0
N22DCVT884,Tuesday,07:00,7.9,rainy,bus,25.6,0.69,7.78,yes,06:41,06:54,0
N22DCIT514,Tuesday,07:00,1.7,windy,walk,5.5,0.73,6.31,yes,06:41,06:48,0
N22DCIT373,Sunday,07:00,7.3,sunny,bus,21.4,0.62,6.44,yes,06:39,06:47,0
N22DCIT792,Wednesday,07:00,5.1,sunny,bus,31.9,0.53,6.36,yes,06:50,07:02,2
N22DCDK927,Saturday,07:00,5.9,cloudy,bus,28.1,0.76,7.66,no,06:47,06:49,0
N22DCDK761,Saturday,07:00,4.5,windy,bike,19.7,0.81,5.98,yes,06:46,06:55,0
N22DCDK792,Monday,07:00,0.6,sunny,walk,5.7,0.69,8.46,yes,06:53,07:03,4
N22DCME755,Tuesday,07:00,2.4,sunny,bike,21.4,0.98,8.23,yes,06:53,06:57,0
N22DCVT949,Tuesday,07:00,1.7,cloudy,walk,5.2,0.89,5.19,yes,06:40,06:45,0
N22DCCN281,Friday,07:00,3.7,rainy,bike,18.7,0.95,6.93,no,06:48,06:49,0
N22DCDK880,Tuesday,07:00,3.2,cloudy,bike,23.0,0.65,8.35,yes,06:51,06:56,0
N22DCCN398,Friday,07:00,1.9,sunny,walk,5.6,0.68,8.99,yes,06:39,06:51,0
N22DCVT258,Wednesday,07:00,3.3,windy,bike,23.9,0.74,6.41,yes,06:51,07:06,7
N22DCME285,Saturday,07:00,1.1,rainy,walk,4.1,0.87,6.66,yes,06:43,06:46,0
N22DCVT480,Sunday,07:00,3.8,cloudy,bike,22.2,0.82,8.81,yes,06:49,07:01,1
N22DCDK116,Saturday,07:00,4.7,sunny,bike,16.5,0.56,6.93,no,06:42,06:57,0
N22DCVT954,Wednesday,07:00,8.7,sunny,bus,31.0,0.82,8.63,yes,06:43,06:45,0
N22DCME293,Sunday,07:00,7.6,cloudy,bus,28.5,0.52,8.78,yes,06:44,06:52,0
N22DCCN235,Monday,07:00,8.8,sunny,bus,37.7,0.88,7.38,yes,06:45,06:56,0
N22DCIT591,Sunday,07:00,1.4,sunny,walk,5.4,0.81,8.21,yes,06:44,06:49,0
N22DCIT879,Wednesday,07:00,1.8,cloudy,walk,4.3,0.64,6.51,yes,06:34,06:37,0
N22DCVT015,Sunday,07:00,3.8,sunny,bike,24.4,0.82,6.96,yes,06:50,07:05,6
N22DCME246,Wednesday,07:00,9.9,sunny,bus,37.2,0.62,8.68,yes,06:44,06:55,0
N22DCDK647,Friday,07:00,8.7,cloudy,bus,30.9,0.93,5.27,no,06:43,06:54,0
N22DCME682,Wednesday,07:00,6.8,rainy,bus,38.4,0.99,6.7,yes,06:49,07:03,4
N22DCDK377,Wednesday,07:00,5.6,sunny,bus,21.1,0.54,5.19,yes,06:44,06:47,0
N22DCVT726,Tuesday,07:00,4.6,rainy,bike,24.0,0.65,5.35,yes,06:48,06:50,0
N22DCVT936,Saturday,07:00,8.1,sunny,bus,29.8,0.92,7.53,yes,06:43,06:44,0
N22DCVT415,Wednesday,07:00,5.9,sunny,bus,34.9,0.87,8.77,yes,06:49,06:52,0
N22DCIT911,Friday,07:00,4.6,rainy,bike,17.2,0.7,6.24,yes,06:43,06:44,0
N22DCDK090,Monday,07:00,9.2,rainy,bus,32.6,0.96,8.18,no,06:43,06:50,0
N22DCVT736,Saturday,07:00,7.9,sunny,bus,37.8,0.87,7.19,yes,06:47,06:56,0
N22DCDK493,Thursday,07:00,5.1,cloudy,bus,22.4,0.77,8.71,no,06:46,06:47,0
N22DCIT190,Friday,07:00,4.6,sunny,bike,19.7,0.57,5.37,yes,06:45,06:58,0
N22DCME636,Wednesday,07:00,1.6,cloudy,walk,5.9,0.77,5.71,yes,06:43,06:44,0
N22DCME071,Tuesday,07:00,8.3,rainy,bus,27.2,0.64,7.75,yes,06:41,06:45,0
N22DCVT456,Friday,07:00,7.7,sunny,bus,20.1,0.53,5.66,yes,06:37,06:48,0
N22DCME106,Friday,07:00,7.3,rainy,bus,30.5,0.68,6.96,yes,06:45,06:52,0
N22DCDK742,Sunday,07:00,8.8,sunny,bus,35.4,0.66,8.77,yes,06:45,06:48,0
N22DCME077,Friday,07:00,7.8,cloudy,bus,28.3,0.79,5.75,no,06:43,06:48,0
N22DCCN944,Thursday,07:00,0.9,sunny,walk,4.6,0.73,8.67,no,06:48,06:50,0
N22DCDK830,Tuesday,07:00,0.6,sunny,walk,5.6,0.7,8.67,yes,06:53,07:01,1
N22DCVT094,Monday,07:00,6.3,rainy,bus,25.8,0.73,7.92,yes,06:45,06:50,0
N22DCVT125,Saturday,07:00,9.7,rainy,bus,30.7,0.66,6.52,yes,06:41,06:44,0
N22DCIT398,Thursday,07:00,6.2,sunny,bus,26.7,0.88,5.41,yes,06:46,06:53,0
N22DCDK055,Friday,07:00,10.0,windy,bus,35.1,0.92,5.87,yes,06:42,06:49,0
N22DCME071,Monday,07:00,3.6,sunny,bike,23.3,0.73,8.19,yes,06:50,06:57,0
N22DCDK475,Friday,07:00,6.3,windy,bus,24.2,0.6,7.9,no,06:44,06:54,0
N22DCDK577,Monday,07:00,9.4,cloudy,bus,22.1,0.88,5.85,yes,06:34,06:49,0
N22DCDK420,Tuesday,07:00,6.4,rainy,bus,28.8,0.87,6.82,yes,06:46,06:46,0
N22DCME604,Wednesday,07:00,9.1,sunny,bus,36.6,0.68,6.52,no,06:45,06:57,0
N22DCIT145,Friday,07:00,6.7,windy,bus,26.0,0.66,6.63,yes,06:44,06:44,0
N22DCDK467,Wednesday,07:00,2.6,rainy,bike,16.7,0.89,6.46,yes,06:50,06:52,0
N22DCVT134,Wednesday,07:00,7.8,sunny,bus,35.1,0.6,8.23,yes,06:46,06:47,0
N22DCCN581,Tuesday,07:00,2.4,windy,bike,24.5,0.74,7.65,yes,06:54,06:56,0
N22DCVT070,Thursday,07:00,5.2,windy,bus,38.9,0.99,5.73,yes,06:51,06:58,0
N22DCDK613,Thursday,07:00,1.1,rainy,walk,4.4,0.59,6.96,no,06:45,06:59,0
N22DCDK425,Saturday,07:00,3.7,cloudy,bike,18.7,0.76,7.72,yes,06:48,06:48,0
N22DCVT588,Tuesday,07:00,3.2,sunny,bike,22.7,0.83,9.0,yes,06:51,06:53,0
N22DCDK178,Saturday,07:00,6.4,sunny,bus,38.6,0.71,5.39,yes,06:50,06:59,0
N22DCCN089,Wednesday,07:00,1.4,sunny,walk,4.5,0.88,5.35,yes,06:41,06:50,0
N22DCDK842,Tuesday,07:00,0.8,windy,walk,5.1,0.88,6.81,yes,06:50,07:03,3
N22DCME574,Wednesday,07:00,2.8,sunny,bike,24.5,0.62,8.73,yes,06:53,07:06,7
N22DCVT312,Wednesday,07:00,9.6,sunny,bus,24.3,0.52,8.5,yes,06:36,06:48,0
N22DCIT604,Saturday,07:00,6.7,sunny,bus,32.9,0.61,7.11,no,06:47,06:49,0
N22DCIT728,Wednesday,07:00,6.0,cloudy,bus,29.6,0.51,7.47,yes,06:47,06:49,0
N22DCVT329,Monday,07:00,2.2,rainy,bike,17.9,0.89,7.03,yes,06:52,07:00,0
N22DCME025,Saturday,07:00,2.9,rainy,bike,18.9,0.99,7.88,yes,06:50,06:55,0
N22DCVT032,Monday,07:00,9.7,sunny,bus,33.1,0.78,6.08,yes,06:42,06:54,0
N22DCIT673,Saturday,07:00,7.4,cloudy,bus,30.5,0.59,6.08,yes,06:45,06:57,0
N22DCIT006,Sunday,07:00,3.6,windy,bike,20.3,0.6,6.34,yes,06:49,06:49,0
N22DCDK233,Wednesday,07:00,7.5,cloudy,bus,34.0,0.58,7.32,yes,06:46,06:54,0
N22DCIT944,Thursday,07:00,1.1,sunny,walk,5.1,0.84,8.92,no,06:47,06:54,0
N22DCIT497,Tuesday,07:00,8.2,windy,bus,30.5,0.66,5.3,yes,06:43,06:49,0
N22DCCN981,Tuesday,07:00,8.7,sunny,bus,22.1,0.54,8.08,yes,06:36,06:38,0
N22DCME674,Wednesday,07:00,1.8,sunny,walk,4.9,0.73,6.43,yes,06:37,06:49,0
N22DCIT065,Saturday,07:00,4.6,sunny,bike,20.8,0.85,5.53,yes,06:46,06:52,0
N22DCCN602,Monday,07:00,6.3,cloudy,bus,22.1,0.75,6.04,no,06:42,06:49,0
N22DCVT349,Saturday,07:00,5.5,windy,bus,35.0,0.98,8.53,yes,06:50,06:58,0
N22DCME731,Sunday,07:00,3.8,rainy,bike,15.7,0.55,8.05,yes,06:45,06:52,0
N22DCVT320,Friday,07:00,9.8,sunny,bus,24.5,0.6,5.91,yes,06:36,06:46,0
N22DCVT548,Sunday,07:00,5.3,cloudy,bus,36.7,0.99,6.53,yes,06:51,06:53,0
N22DCME191,Saturday,07:00,7.6,sunny,bus,27.5,0.88,7.52,yes,06:43,06:57,0
