student_id, weekday  , class_start_time, distance_km, weather, transport_mode, avg_speed_kmh, habitual_punctuality, sleep_hours, alarm_used, expected_time, check_in_time, late_minutes
N22DCCN469, Tuesday  , 07:00           ,         8.8, rainy  , bus           ,          31.7,                 0.78,        8.7 , yes       , 06:43        , 06:46        ,            0
N22DCME869, Wednesday, 07:00           ,         0.5, sunny  , walk          ,           4.6,                 0.96,        7.78, no        , 06:53        , 07:01        ,            2
N22DCIT965, Thursday , 07:00           ,         6.9, sunny  , bus           ,          36.8,                 0.51,        8.99, yes       , 06:48        , 07:03        ,            4
N22DCIT570, Wednesday, 07:00           ,         9.8, rainy  , bus           ,          25.5,                 0.74,        6.58, no        , 06:36        , 06:46        ,            0
N22DCDK703, Monday   , 07:00           ,         4.8, rainy  , bike          ,          20.6,                 0.85,        6.06, yes       , 06:46        , 06:55        ,            0
N22DCDK943, Wednesday, 07:00           ,         4.9, rainy  , bike          ,          20.7,                 0.93,        8.55, yes       , 06:45        , 06:53        ,            0
N22DCVT576, Tuesday  , 07:00           ,         1.2, cloudy , walk          ,           5.9,                 0.63,        5.64, no        , 06:47        , 06:59        ,            0
N22DCDK263, Friday   , 07:00           ,         9.9, rainy  , bus           ,          23.7,                 0.58,        8.72, no        , 06:34        , 06:46        ,            0
N22DCVT665, Sunday   , 07:00           ,         5.2, sunny  , bus           ,          28.3,                 0.96,        8.19, yes       , 06:48        , 07:01        ,            1
N22DCME696, Wednesday, 07:00           ,         2.9, windy  , bike          ,          24.4,                 0.58,        6.2 , no        , 06:52        , 06:56        ,            0
N22DCVT882, Thursday , 07:00           ,         3.4, sunny  , bike          ,          19.3,                 0.99,        5.26, yes       , 06:49        , 06:56        ,            0
N22DCIT054, Tuesday  , 07:00           ,         0.8, cloudy , walk          ,           4.1,                 0.85,        6.61, no        , 06:48        , 06:53        ,            0
N22DCME621, Tuesday  , 07:00           ,         1.0, rainy  , walk          ,           5.1,                 0.57,        8.26, yes       , 06:48        , 07:01        ,            1
N22DCDK402, Thursday , 07:00           ,         9.5, rainy  , bus           ,          38.2,                 0.98,        7.74, yes       , 06:45        , 06:54        ,            0
N22DCVT564, Thursday , 07:00           ,         5.4, cloudy , bus           ,          37.6,                 0.91,        6.52, yes       , 06:51        , 06:57        ,            0
N22DCCN546, Wednesday, 07:00           ,         9.6, cloudy , bus           ,          25.9,                 0.88,        5.54, yes       , 06:37        , 06:46        ,            0
N22DCME385, Tuesday  , 07:00           ,         9.4, windy  , bus           ,          31.9,                 0.71,        8.41, yes       , 06:42        , 06:46        ,            0
N22DCIT137, Tuesday  , 07:00           ,         9.9, windy  , bus           ,          39.3,                 0.91,        7.95, yes       , 06:44        , 06:48        ,            0
N22DCVT242, Friday   , 07:00           ,         2.0, sunny  , bike          ,          21.0,                 0.96,        6.78, yes       , 06:54        , 06:57        ,            0
N22DCVT794, Sunday   , 07:00           ,         3.9, sunny  , bike          ,          19.9,                 0.84,        5.92, no        , 06:48        , 07:00        ,            1
N22DCCN010, Sunday   , 07:00           ,         2.8, sunny  , bike          ,          19.6,                 0.86,        6.64, no        , 06:51        , 07:02        ,            2
N22DCVT931, Wednesday, 07:00           ,         5.9, windy  , bus           ,          27.0,                 0.87,        6.4 , yes       , 06:46        , 07:00        ,            0
N22DCIT145, Friday   , 07:00           ,         2.1, cloudy , bike          ,          17.5,                 0.78,        5.1 , yes       , 06:52        , 07:06        ,            6
N22DCVT094, Friday   , 07:00           ,         8.2, rainy  , bus           ,          31.9,                 0.7 ,        7.29, no        , 06:44        , 06:49        ,            0
N22DCIT308, Tuesday  , 07:00           ,         2.5, sunny  , bike          ,          24.1,                 0.52,        8.45, yes       , 06:53        , 07:07        ,            7
N22DCVT410, Saturday , 07:00           ,         9.6, cloudy , bus           ,          31.9,                 0.61,        8.89, yes       , 06:41        , 06:45        ,            0
N22DCVT786, Thursday , 07:00           ,         4.0, cloudy , bike          ,          15.0,                 1.0 ,        6.26, yes       , 06:44        , 06:54        ,            0
N22DCCN424, Thursday , 07:00           ,         1.8, sunny  , walk          ,           4.1,                 0.88,        6.26, yes       , 06:33        , 06:47        ,            0
N22DCDK917, Wednesday, 07:00           ,         0.9, sunny  , walk          ,           5.9,                 0.67,        6.7 , yes       , 06:50        , 07:00        ,            1
N22DCIT842, Sunday   , 07:00           ,         3.2, sunny  , bike          ,          19.8,                 0.87,        7.42, yes       , 06:50        , 06:58        ,            0
N22DCVT026, Tuesday  , 07:00           ,         5.4, cloudy , bus           ,          36.9,                 0.52,        5.33, yes       , 06:51        , 06:52        ,            0
N22DCIT892, Monday   , 07:00           ,         7.8, sunny  , bus           ,          20.3,                 0.98,        8.05, yes       , 06:36        , 06:48        ,            0
N22DCME267, Thursday , 07:00           ,         2.5, rainy  , bike          ,          16.9,                 0.84,        6.41, yes       , 06:51        , 07:04        ,            4
N22DCME349, Wednesday, 07:00           ,         7.0, sunny  , bus           ,          26.2,                 0.52,        7.86, yes       , 06:43        , 06:48        ,            0
N22DCCN202, Tuesday  , 07:00           ,         2.1, cloudy , bike          ,          22.0,                 0.95,        5.65, yes       , 06:54        , 07:07        ,            7
N22DCDK409, Tuesday  , 07:00           ,         5.4, rainy  , bus           ,          36.1,                 0.7 ,        8.35, yes       , 06:51        , 07:02        ,            3
N22DCCN523, Monday   , 07:00           ,         7.2, rainy  , bus           ,          28.2,                 0.83,        6.24, yes       , 06:44        , 06:56        ,            0
N22DCDK922, Wednesday, 07:00           ,         4.8, sunny  , bike          ,          18.7,                 0.54,        8.65, yes       , 06:44        , 06:56        ,            0
N22DCDK435, Saturday , 07:00           ,         7.7, windy  , bus           ,          35.9,                 0.89,        5.92, yes       , 06:47        , 06:53        ,            0
N22DCVT946, Friday   , 07:00           ,         1.2, sunny  , walk          ,           4.6,                 0.62,        8.31, yes       , 06:44        , 06:48        ,            0
N22DCCN296, Friday   , 07:00           ,         3.9, rainy  , bike          ,          19.0,                 0.67,        5.82, yes       , 06:47        , 07:00        ,            1
N22DCME665, Saturday , 07:00           ,         0.8, rainy  , walk          ,           4.5,                 0.76,        6.07, yes       , 06:49        , 06:55        ,            0
N22DCVT249, Monday   , 07:00           ,         8.6, sunny  , bus           ,          24.4,                 0.85,        5.67, no        , 06:38        , 06:45        ,            0
N22DCDK501, Monday   , 07:00           ,         0.7, sunny  , walk          ,           5.3,                 0.58,        7.98, yes       , 06:52        , 07:04        ,            4
N22DCME043, Tuesday  , 07:00           ,         3.2, sunny  , bike          ,          23.0,                 0.74,        8.25, yes       , 06:51        , 07:06        ,            6
N22DCDK345, Wednesday, 07:00           ,         4.4, cloudy , bike          ,          24.0,                 0.98,        5.34, no        , 06:49        , 07:00        ,            1
N22DCIT583, Wednesday, 07:00           ,         3.6, cloudy , bike          ,          20.0,                 0.96,        8.99, yes       , 06:49        , 06:58        ,            0
N22DCCN497, Sunday   , 07:00           ,         0.8, cloudy , walk          ,           5.4,                 0.75,        7.54, yes       , 06:51        , 06:51        ,            0
N22DCIT686, Friday   , 07:00           ,         8.7, sunny  , bus           ,          20.2,                 0.71,        5.7 , yes       , 06:34        , 06:44        ,            0
N22DCVT144, Thursday , 07:00           ,         7.5, sunny  , bus           ,          39.2,                 0.97,        6.68, yes       , 06:48        , 06:54        ,            0
N22DCVT857, Monday   , 07:00           ,         3.9, sunny  , bike          ,          23.0,                 0.64,        7.72, yes       , 06:49        , 07:00        ,            1
N22DCDK929, Thursday , 07:00           ,         4.3, sunny  , bike          ,          24.1,                 0.74,        7.2 , yes       , 06:49        , 06:59        ,            0
N22DCIT869, Friday   , 07:00           ,         1.3, cloudy , walk          ,           5.2,                 0.85,        8.4 , no        , 06:45        , 06:57        ,            0
N22DCME473, Tuesday  , 07:00           ,         8.5, sunny  , bus           ,          25.6,                 0.78,        8.17, yes       , 06:40        , 06:42        ,            0
N22DCVT153, Thursday , 07:00           ,         3.8, rainy  , bike          ,          15.5,                 0.7 ,        6.35, yes       , 06:45        , 06:49        ,            0
N22DCVT104, Thursday , 07:00           ,         4.7, cloudy , bike          ,          15.9,                 0.59,        5.81, yes       , 06:42        , 06:52        ,            0
N22DCDK768, Tuesday  , 07:00           ,         6.1, cloudy , bus           ,          25.1,                 0.84,        6.63, yes       , 06:45        , 06:51        ,            0
N22DCIT680, Sunday   , 07:00           ,         3.9, rainy  , bike          ,          22.5,                 0.78,        8.44, yes       , 06:49        , 07:00        ,            1
N22DCDK533, Sunday   , 07:00           ,         5.9, rainy  , bus           ,          20.6,                 0.58,        5.85, yes       , 06:42        , 06:51        ,            0
N22DCDK836, Wednesday, 07:00           ,         7.6, rainy  , bus           ,          34.5,                 0.72,        8.24, yes       , 06:46        , 07:00        ,            0
N22DCIT519, Wednesday, 07:00           ,         1.4, sunny  , walk          ,           5.2,                 0.58,        8.36, yes       , 06:43        , 06:50        ,            0
N22DCME005, Tuesday  , 07:00           ,         0.8, cloudy , walk          ,           6.0,                 0.55,        6.96, yes       , 06:52        , 07:00        ,            0
N22DCME211, Wednesday, 07:00           ,         5.8, cloudy , bus           ,          31.9,                 0.99,        8.74, yes       , 06:49        , 06:54        ,            0
N22DCME030, Thursday , 07:00           ,         5.2, cloudy , bus           ,          32.6,                 0.57,        6.37, yes       , 06:50        , 06:54        ,            0
N22DCDK443, Sunday   , 07:00           ,         1.4, sunny  , walk          ,           4.1,                 0.64,        7.54, yes       , 06:39        , 06:48        ,            0
N22DCME355, Friday   , 07:00           ,         3.9, windy  , bike          ,          16.8,                 0.55,        8.4 , yes       , 06:46        , 06:48        ,            0
N22DCDK824, Monday   , 07:00           ,         5.0, cloudy , bike          ,          19.6,                 0.73,        7.15, yes       , 06:44        , 06:54        ,            0
N22DCDK759, Friday   , 07:00           ,         9.1, rainy  , bus           ,          22.8,                 0.6 ,        8.12, no        , 06:36        , 06:43        ,            0
N22DCDK531, Wednesday, 07:00           ,         3.1, cloudy , bike          ,          23.7,                 0.72,        6.83, yes       , 06:52        , 07:06        ,            6
N22DCME294, Tuesday  , 07:00           ,         3.1, sunny  , bike          ,          20.2,                 0.93,        5.84, yes       , 06:50        , 07:04        ,            4
N22DCME246, Tuesday  , 07:00           ,         3.1, cloudy , bike          ,          20.7,                 0.77,        5.71, yes       , 06:51        , 06:58        ,            0
N22DCME891, Sunday   , 07:00           ,         3.5, sunny  , bike          ,          20.9,                 0.86,        7.1 , yes       , 06:49        , 06:50        ,            0
N22DCIT196, Saturday , 07:00           ,         4.0, cloudy , bike          ,          16.7,                 0.99,        8.44, no        , 06:45        , 06:51        ,            0
N22DCME708, Thursday , 07:00           ,         6.7, windy  , bus           ,          38.8,                 0.69,        7.43, yes       , 06:49        , 06:58        ,            0
N22DCVT420, Thursday , 07:00           ,         2.0, cloudy , bike          ,          22.6,                 0.97,        8.6 , yes       , 06:54        , 07:04        ,            4
N22DCCN493, Friday   , 07:00           ,         8.8, sunny  , bus           ,          25.7,                 0.9 ,        7.06, yes       , 06:39        , 06:44        ,            0
N22DCME875, Saturday , 07:00           ,         1.8, windy  , walk          ,           4.2,                 0.51,        8.36, yes       , 06:34        , 06:46        ,            0
N22DCIT560, Tuesday  , 07:00           ,         4.2, sunny  , bike          ,          20.6,                 0.53,        8.82, yes       , 06:47        , 07:02        ,            2
N22DCVT122, Monday   , 07:00           ,         5.0, sunny  , bike          ,          20.0,                 0.78,        7.05, no        , 06:45        , 06:56        ,            0
N22DCIT241, Wednesday, 07:00           ,         5.5, sunny  , bus           ,          26.0,                 0.64,        8.91, no        , 06:47        , 06:51        ,            0
N22DCCN673, Wednesday, 07:00           ,         1.5, sunny  , walk          ,           4.9,                 0.72,        7.45, yes       , 06:41        , 06:46        ,            0
N22DCCN063, Friday   , 07:00           ,         5.0, cloudy , bike          ,          17.7,                 0.75,        6.95, yes       , 06:43        , 06:54        ,            0
N22DCVT870, Wednesday, 07:00           ,         3.3, windy  , bike          ,          24.4,                 0.91,        6.77, yes       , 06:51        , 06:58        ,            0
N22DCIT246, Sunday   , 07:00           ,         4.1, sunny  , bike          ,          21.3,                 0.88,        6.93, yes       , 06:48        , 07:00        ,            1
N22DCME346, Tuesday  , 07:00           ,         7.1, sunny  , bus           ,          35.2,                 0.53,        5.26, no        , 06:47        , 06:51        ,            0
N22DCCN110, Saturday , 07:00           ,         9.6, windy  , bus           ,          38.8,                 0.71,        8.81, no        , 06:45        , 06:54        ,            0
N22DCIT968, Friday   , 07:00           ,         8.2, windy  , bus           ,          30.9,                 0.91,        5.61, yes       , 06:44        , 06:57        ,            0
N22DCME934, Friday   , 07:00           ,         3.6, sunny  , bike          ,          15.7,                 0.85,        7.15, yes       , 06:46        , 06:53        ,            0
N22DCVT601, Monday   , 07:00           ,         2.4, sunny  , bike          ,          23.0,                 0.9 ,        7.12, yes       , 06:53        , 07:00        ,            1
N22DCCN088, Friday   , 07:00           ,         0.8, sunny  , walk          ,           4.1,                 0.55,        8.68, yes       , 06:48        , 07:00        ,            1
N22DCCN458, Sunday   , 07:00           ,         9.5, sunny  , bus           ,          28.5,                 0.84,        8.16, no        , 06:40        , 06:48        ,            0
N22DCCN020, Monday   , 07:00           ,         7.1, rainy  , bus           ,          31.3,                 0.58,        6.56, no        , 06:46        , 06:51        ,            0
N22DCVT186, Monday   , 07:00           ,         9.8, windy  , bus           ,          27.0,                 0.75,        7.55, no        , 06:38        , 06:51        ,            0
N22DCIT427, Monday   , 07:00           ,         5.7, sunny  , bus           ,          25.9,                 0.77,        6.1 , yes       , 06:46        , 06:59        ,            0
N22DCCN954, Sunday   , 07:00           ,         5.3, windy  , bus           ,          36.6,                 0.55,        7.8 , yes       , 06:51        , 06:53        ,            0
N22DCME486, Sunday   , 07:00           ,         3.7, rainy  , bike          ,          24.8,                 0.95,        8.43, no        , 06:51        , 07:04        ,            4
N22DCME067, Sunday   , 07:00           ,         6.4, sunny  , bus           ,          22.3,                 0.61,        5.21, no        , 06:42        , 06:48        ,            0
N22DCCN763, Friday   , 07:00           ,         3.4, windy  , bike          ,          17.5,                 0.98,        5.62, no        , 06:48        , 06:50        ,            0
N22DCDK691, Wednesday, 07:00           ,         7.2, sunny  , bus           ,          27.6,                 0.85,        5.28, no        , 06:44        , 06:53        ,            0
N22DCIT779, Sunday   , 07:00           ,         8.4, windy  , bus           ,          22.1,                 0.85,        8.35, yes       , 06:37        , 06:48        ,            0
N22DCME569, Monday   , 07:00           ,         3.8, cloudy , bike          ,          17.6,                 0.68,        7.77, yes       , 06:47        , 07:00        ,            1
N22DCDK280, Saturday , 07:00           ,         0.7, cloudy , walk          ,           5.2,                 0.91,        6.22, yes       , 06:51        , 06:56        ,            0
N22DCVT210, Saturday , 07:00           ,         3.1, rainy  , bike          ,          24.2,                 0.93,        5.13, yes       , 06:52        , 06:54        ,            0
N22DCME898, Friday   , 07:00           ,         3.3, sunny  , bike          ,          23.6,                 0.6 ,        8.42, yes       , 06:51        , 06:52        ,            0
N22DCDK707, Sunday   , 07:00           ,         4.2, windy  , bike          ,          22.5,                 0.56,        6.05, no        , 06:48        , 06:50        ,            0
N22DCME425, Monday   , 07:00           ,         5.3, rainy  , bus           ,          20.0,                 0.52,        6.05, yes       , 06:44        , 06:46        ,            0
N22DCME255, Friday   , 07:00           ,         7.2, windy  , bus           ,          38.0,                 0.97,        5.96, yes       , 06:48        , 06:53        ,            0
N22DCIT740, Thursday , 07:00           ,         5.2, sunny  , bus           ,          38.1,                 0.67,        5.36, no        , 06:51        , 06:56        ,            0
N22DCCN731, Monday   , 07:00           ,         8.0, sunny  , bus           ,          37.7,                 0.53,        7.14, no        , 06:47        , 07:00        ,            0
N22DCME793, Monday   , 07:00           ,         4.4, cloudy , bike          ,          24.6,                 0.96,        6.21, yes       , 06:49        , 06:54        ,            0
N22DCDK890, Saturday , 07:00           ,         8.8, windy  , bus           ,          24.3,                 0.82,        6.08, yes       , 06:38        , 06:45        ,            0
N22DCDK009, Sunday   , 07:00           ,         7.9, sunny  , bus           ,          27.0,                 0.88,        8.75, yes       , 06:42        , 06:46        ,            0
N22DCCN666, Thursday , 07:00           ,         2.2, sunny  , bike          ,          19.1,                 0.78,        8.86, yes       , 06:53        , 06:53        ,            0
N22DCME824, Tuesday  , 07:00           ,         9.2, sunny  , bus           ,          39.0,                 0.55,        7.03, no        , 06:45        , 06:51        ,            0
N22DCVT499, Sunday   , 07:00           ,         7.8, sunny  , bus           ,          34.1,                 0.78,        5.31, no        , 06:46        , 07:00        ,            1
N22DCCN086, Sunday   , 07:00           ,         0.7, cloudy , walk          ,           5.9,                 0.71,        8.93, no        , 06:52        , 07:02        ,            3
N22DCDK270, Wednesday, 07:00           ,         7.2, cloudy , bus           ,          22.5,                 0.58,        8.54, yes       , 06:40        , 06:52        ,            0
N22DCVT074, Tuesday  , 07:00           ,         2.4, windy  , bike          ,          18.5,                 0.96,        5.74, yes       , 06:52        , 06:55        ,            0
N22DCIT146, Monday   , 07:00           ,         1.1, cloudy , walk          ,           5.7,                 0.79,        8.15, yes       , 06:48        , 06:57        ,            0
N22DCCN210, Saturday , 07:00           ,         7.1, rainy  , bus           ,          26.2,                 0.84,        8.41, yes       , 06:43        , 06:51        ,            0
N22DCIT202, Thursday , 07:00           ,         1.1, sunny  , walk          ,           5.3,                 0.65,        5.39, yes       , 06:47        , 06:50        ,            0
N22DCIT705, Wednesday, 07:00           ,         2.9, cloudy , bike          ,          23.8,                 0.61,        7.57, yes       , 06:52        , 07:01        ,            2
N22DCIT995, Thursday , 07:00           ,         4.5, cloudy , bike          ,          15.0,                 0.65,        7.78, yes       , 06:42        , 06:48        ,            0
N22DCDK233, Tuesday  , 07:00           ,         3.0, sunny  , bike          ,          22.1,                 0.7 ,        5.5 , no        , 06:51        , 07:05        ,            5
N22DCVT004, Saturday , 07:00           ,         8.8, sunny  , bus           ,          38.5,                 0.93,        7.04, yes       , 06:46        , 07:00        ,            0
N22DCCN679, Friday   , 07:00           ,         2.6, sunny  , bike          ,          17.3,                 0.73,        7.12, yes       , 06:50        , 06:57        ,            0
N22DCIT986, Monday   , 07:00           ,         9.1, windy  , bus           ,          38.4,                 0.9 ,        5.98, yes       , 06:45        , 07:00        ,            0
N22DCDK003, Thursday , 07:00           ,         7.4, sunny  , bus           ,          32.7,                 0.58,        8.19, yes       , 06:46        , 06:47        ,            0
N22DCVT040, Sunday   , 07:00           ,         6.0, cloudy , bus           ,          38.9,                 0.69,        7.23, yes       , 06:50        , 06:59        ,            0
N22DCIT923, Monday   , 07:00           ,         6.6, windy  , bus           ,          21.3,                 0.68,        6.38, yes       , 06:41        , 06:49        ,            0
N22DCDK501, Thursday , 07:00           ,         7.0, sunny  , bus           ,          38.3,                 0.5 ,        7.31, no        , 06:49        , 07:03        ,            3
N22DCDK588, Monday   , 07:00           ,         0.7, rainy  , walk          ,           5.2,                 0.64,        7.27, yes       , 06:51        , 07:04        ,            5
N22DCME148, Wednesday, 07:00           ,         9.1, rainy  , bus           ,          23.1,                 0.63,        8.23, yes       , 06:36        , 06:41        ,            0
N22DCIT611, Thursday , 07:00           ,         2.7, rainy  , bike          ,          23.2,                 0.9 ,        8.89, yes       , 06:53        , 06:54        ,            0
N22DCIT401, Thursday , 07:00           ,         8.7, rainy  , bus           ,          22.9,                 0.83,        5.56, yes       , 06:37        , 06:38        ,            0
N22DCME173, Monday   , 07:00           ,         6.1, sunny  , bus           ,          28.2,                 0.91,        5.92, yes       , 06:47        , 06:47        ,            0
N22DCDK994, Saturday , 07:00           ,         6.1, cloudy , bus           ,          25.8,                 0.87,        8.01, yes       , 06:45        , 06:51        ,            0
N22DCVT496, Saturday , 07:00           ,         8.2, sunny  , bus           ,          32.6,                 0.7 ,        8.22, no        , 06:44        , 06:49        ,            0
N22DCCN048, Tuesday  , 07:00           ,         0.5, sunny  , walk          ,           4.6,                 0.9 ,        5.61, yes       , 06:53        , 07:01        ,            1
N22DCDK819, Monday   , 07:00           ,         6.2, sunny  , bus           ,          28.6,                 0.84,        5.53, yes       , 06:46        , 06:47        ,            0
N22DCVT462, Wednesday, 07:00           ,         4.5, sunny  , bike          ,          19.9,                 0.52,        8.5 , yes       , 06:46        , 06:55        ,            0
N22DCVT540, Sunday   , 07:00           ,         4.1, sunny  , bike          ,          24.7,                 0.71,        8.1 , yes       , 06:50        , 07:04        ,            4
N22DCME929, Monday   , 07:00           ,         3.8, cloudy , bike          ,          21.6,                 0.73,        8.7 , yes       , 06:49        , 06:57        ,            0
N22DCME152, Sunday   , 07:00           ,         7.9, sunny  , bus           ,          38.9,                 0.67,        6.03, yes       , 06:47        , 06:54        ,            0
N22DCME897, Monday   , 07:00           ,         7.4, sunny  , bus           ,          31.5,                 0.55,        7.92, yes       , 06:45        , 06:51        ,            0
N22DCDK239, Saturday , 07:00           ,         9.6, rainy  , bus           ,          38.9,                 0.6 ,        7.59, yes       , 06:45        , 06:49        ,            0
N22DCME606, Sunday   , 07:00           ,         9.5, windy  , bus           ,          26.4,                 0.68,        7.02, no        , 06:38        , 06:45        ,            0
N22DCIT470, Tuesday  , 07:00           ,         4.2, rainy  , bike          ,          16.9,                 0.67,        7.15, yes       , 06:45        , 06:55        ,            0
N22DCDK206, Thursday , 07:00           ,         1.6, sunny  , walk          ,           5.3,                 0.68,        5.54, no        , 06:41        , 06:47        ,            0
N22DCCN920, Friday   , 07:00           ,         0.8, cloudy , walk          ,           5.5,                 0.69,        5.1 , yes       , 06:51        , 06:53        ,            0
N22DCCN948, Saturday , 07:00           ,         9.2, windy  , bus           ,          23.1,                 0.7 ,        5.23, no        , 06:36        , 06:37        ,            0
N22DCCN898, Saturday , 07:00           ,         6.5, cloudy , bus           ,          23.4,                 0.87,        5.48, yes       , 06:43        , 06:53        ,            0
N22DCCN436, Sunday   , 07:00           ,         9.7, cloudy , bus           ,          22.3,                 0.68,        7.81, yes       , 06:33        , 06:44        ,            0
N22DCDK464, Wednesday, 07:00           ,         3.2, cloudy , bike          ,          23.6,                 0.88,        5.35, no        , 06:51        , 06:55        ,            0
N22DCME358, Saturday , 07:00           ,         4.8, cloudy , bike          ,          24.0,                 0.69,        5.07, yes       , 06:48        , 06:57        ,            0
N22DCCN825, Saturday , 07:00           ,         3.4, sunny  , bike          ,          21.3,                 0.88,        8.79, yes       , 06:50        , 06:51        ,            0
N22DCME446, Tuesday  , 07:00           ,         1.1, sunny  , walk          ,           4.2,                 0.89,        5.6 , yes       , 06:44        , 06:48        ,            0
N22DCME732, Friday   , 07:00           ,         5.9, sunny  , bus           ,          23.5,                 0.8 ,        8.84, yes       , 06:44        , 06:48        ,            0
N22DCVT456, Wednesday, 07:00           ,         3.8, windy  , bike          ,          24.4,                 0.72,        7.36, yes       , 06:50        , 06:56        ,            0
N22DCDK037, Tuesday  , 07:00           ,         5.3, sunny  , bus           ,          28.8,                 0.55,        6.93, no        , 06:48        , 06:49        ,            0
N22DCVT068, Sunday   , 07:00           ,         4.9, sunny  , bike          ,          22.1,                 0.76,        7.04, yes       , 06:46        , 06:57        ,            0
N22DCDK318, Wednesday, 07:00           ,         9.9, cloudy , bus           ,          37.1,                 0.7 ,        7.39, yes       , 06:43        , 06:49        ,            0
N22DCME132, Friday   , 07:00           ,         8.6, sunny  , bus           ,          32.5,                 0.78,        8.73, no        , 06:44        , 06:46        ,            0
N22DCDK267, Wednesday, 07:00           ,         8.8, sunny  , bus           ,          31.4,                 0.81,        6.84, yes       , 06:43        , 06:54        ,            0
N22DCIT939, Sunday   , 07:00           ,         1.9, rainy  , walk          ,           5.3,                 0.94,        8.44, yes       , 06:38        , 06:46        ,            0
N22DCDK226, Thursday , 07:00           ,         1.9, windy  , walk          ,           5.4,                 0.64,        8.91, yes       , 06:38        , 06:38        ,            0
N22DCME377, Saturday , 07:00           ,         0.6, rainy  , walk          ,           6.0,                 0.89,        8.17, yes       , 06:54        , 06:55        ,            0
N22DCME064, Saturday , 07:00           ,         2.1, sunny  , bike          ,          24.6,                 0.58,        8.06, yes       , 06:54        , 07:04        ,            4
N22DCCN092, Tuesday  , 07:00           ,         5.2, sunny  , bus           ,          36.8,                 0.56,        8.1 , yes       , 06:51        , 06:51        ,            0
N22DCDK021, Wednesday, 07:00           ,         6.2, sunny  , bus           ,          31.9,                 0.88,        8.82, yes       , 06:48        , 06:51        ,            0
N22DCVT766, Monday   , 07:00           ,         4.3, cloudy , bike          ,          16.8,                 0.93,        6.46, yes       , 06:44        , 06:49        ,            0
N22DCDK546, Thursday , 07:00           ,         4.8, rainy  , bike          ,          22.7,                 0.91,        7.26, yes       , 06:47        , 07:00        ,            1
N22DCME795, Wednesday, 07:00           ,         8.3, sunny  , bus           ,          38.8,                 0.51,        6.52, yes       , 06:47        , 06:49        ,            0
N22DCME127, Saturday , 07:00           ,         9.5, cloudy , bus           ,          39.8,                 0.97,        7.01, no        , 06:45        , 07:00        ,            1
N22DCVT242, Thursday , 07:00           ,         4.9, sunny  , bike          ,          19.2,                 0.56,        8.86, yes       , 06:44        , 06:45        ,            0
N22DCCN750, Sunday   , 07:00           ,         4.2, sunny  , bike          ,          19.5,                 0.92,        7.58, no        , 06:47        , 06:55        ,            0
N22DCDK634, Thursday , 07:00           ,         1.7, sunny  , walk          ,           4.3,                 0.79,        7.89, yes       , 06:36        , 06:38        ,            0
N22DCDK088, Monday   , 07:00           ,         2.7, cloudy , bike          ,          16.6,                 0.95,        5.82, yes       , 06:50        , 06:50        ,            0
N22DCDK042, Sunday   , 07:00           ,         6.7, rainy  , bus           ,          36.5,                 0.54,        8.9 , yes       , 06:48        , 06:49        ,            0
N22DCVT056, Tuesday  , 07:00           ,         7.3, sunny  , bus           ,          33.9,                 0.93,        8.27, yes       , 06:47        , 07:01        ,            1
N22DCME537, Tuesday  , 07:00           ,         0.8, windy  , walk          ,           5.4,                 0.97,        6.49, no        , 06:51        , 07:04        ,            5
N22DCCN576, Sunday   , 07:00           ,         3.4, windy  , bike          ,          18.0,                 0.71,        8.19, yes       , 06:48        , 06:57        ,            0
N22DCIT185, Thursday , 07:00           ,         2.2, sunny  , bike          ,          23.7,                 0.91,        8.95, yes       , 06:54        , 07:00        ,            0
N22DCIT360, Friday   , 07:00           ,         3.5, sunny  , bike          ,          18.1,                 0.57,        7.93, yes       , 06:48        , 06:52        ,            0
N22DCME997, Thursday , 07:00           ,         5.2, rainy  , bus           ,          33.7,                 0.63,        6.64, no        , 06:50        , 06:55        ,            0
N22DCDK675, Wednesday, 07:00           ,         8.2, sunny  , bus           ,          27.6,                 0.99,        5.35, yes       , 06:42        , 06:46        ,            0
N22DCME320, Friday   , 07:00           ,         6.0, sunny  , bus           ,          25.7,                 0.72,        7.8 , yes       , 06:45        , 06:49        ,            0
N22DCME980, Friday   , 07:00           ,         3.9, cloudy , bike          ,          23.7,                 0.61,        5.03, yes       , 06:50        , 07:03        ,            3
N22DCVT123, Thursday , 07:00           ,         1.2, cloudy , walk          ,           4.8,                 0.99,        5.52, yes       , 06:45        , 06:58        ,            0
N22DCIT014, Sunday   , 07:00           ,         1.3, cloudy , walk          ,           5.7,                 0.82,        8.13, yes       , 06:46        , 06:48        ,            0
N22DCCN265, Friday   , 07:00           ,         8.5, rainy  , bus           ,          39.4,                 0.7 ,        7.32, no        , 06:47        , 06:54        ,            0
N22DCME066, Tuesday  , 07:00           ,         6.0, sunny  , bus           ,          20.3,                 0.79,        8.62, yes       , 06:42        , 06:49        ,            0
N22DCIT825, Saturday , 07:00           ,         9.0, sunny  , bus           ,          25.8,                 0.75,        7.71, yes       , 06:39        , 06:41        ,            0
N22DCIT797, Tuesday  , 07:00           ,         1.4, rainy  , walk          ,           4.1,                 0.97,        8.74, no        , 06:39        , 06:46        ,            0
N22DCCN858, Tuesday  , 07:00           ,         3.4, rainy  , bike          ,          21.5,                 0.8 ,        7.55, yes       , 06:50        , 06:57        ,            0
