student_id,weekday,distance_km,weather,transport_mode,avg_speed_kmh,habitual_punctuality,sleep_hours,alarm_used,hour_start_time,traffic_condition,preparation_time,unexpected_event,class_importance,is_late
N22DCQCN084,Thursday,7.7,cloudy,bike,18.2,0.78,6.2,yes,15,light,36.0,yes,low,yes
N22DCQCN085,Wednesday,9.7,sunny,bike,16.1,0.56,7.7,no,8,moderate,10.0,no,medium,no
N22DCQCN086,Friday,1.0,sunny,bus,26.3,0.77,7.8,yes,10,light,24.0,no,medium,no
N22DCQCN087,Monday,11.7,sunny,bus,20.1,0.7,8.0,no,15,light,54.0,no,low,yes
N22DCQCN088,Monday,8.3,sunny,train,49.2,0.82,5.0,yes,13,light,22.0,no,medium,no
N22DCQCN089,Thursday,12.4,sunny,bus,22.5,0.85,9.0,yes,7,moderate,15.0,no,medium,no
N22DCQCN090,Wednesday,8.3,cloudy,train,60.0,0.8,9.1,yes,7,moderate,32.0,no,high,no
N22DCQCN091,Tuesday,23.0,windy,bus,27.4,0.7,7.6,yes,13,light,36.0,no,medium,yes
N22DCQCN092,Thursday,5.1,cloudy,bike,16.9,0.37,10.0,yes,14,light,32.0,no,high,no
N22DCQCN093,Tuesday,22.1,sunny,bike,22.7,0.37,6.8,no,14,moderate,16.0,no,medium,yes
N22DCQCN094,Wednesday,28.1,cloudy,train,48.8,0.76,5.8,yes,13,moderate,23.0,no,medium,no
N22DCQCN095,Thursday,6.1,cloudy,walk,5.0,0.62,5.0,no,14,light,34.0,no,medium,yes
N22DCQCN096,Monday,16.8,rainy,bike,17.2,0.67,8.2,yes,7,moderate,37.0,no,high,yes
N22DCQCN097,Wednesday,6.7,sunny,car,36.0,0.98,8.8,no,13,moderate,44.0,yes,high,no
N22DCQCN098,Friday,17.1,cloudy,car,39.2,0.85,9.1,yes,8,heavy,37.0,no,medium,no
N22DCQCN099,Monday,25.2,sunny,bus,17.3,0.88,8.0,yes,16,heavy,49.0,no,medium,yes
N22DCQCN100,Tuesday,26.6,sunny,train,55.7,0.4,7.0,yes,9,light,42.0,no,medium,yes
N22DCQCN101,Monday,20.1,sunny,car,31.0,0.6,8.9,yes,9,heavy,10.0,no,medium,no
N22DCQCN102,Friday,15.6,sunny,train,44.2,0.6,5.9,yes,15,light,20.0,no,low,no
N22DCQCN103,Tuesday,10.7,sunny,car,35.7,0.64,7.5,yes,13,moderate,13.0,no,high,no
N22DCQCN104,Monday,1.0,rainy,bus,22.5,0.8,7.4,yes,8,heavy,31.0,no,low,no
N22DCQCN105,Thursday,3.7,cloudy,walk,6.8,0.72,6.9,yes,14,light,37.0,no,low,yes
N22DCQCN106,Tuesday,2.0,cloudy,bike,13.8,0.76,8.4,yes,13,light,35.0,no,medium,no
N22DCQCN107,Thursday,1.0,sunny,car,34.5,0.74,6.1,yes,8,moderate,27.0,no,low,no
N22DCQCN108,Friday,7.9,sunny,bike,15.5,0.78,6.6,yes,13,moderate,11.0,no,high,no
N22DCQCN109,Tuesday,1.0,rainy,car,32.1,0.61,9.4,yes,9,moderate,10.0,no,high,no
N22DCQCN110,Thursday,10.6,sunny,walk,5.9,0.63,5.3,yes,13,moderate,44.0,no,medium,yes
N22DCQCN111,Friday,4.8,cloudy,car,46.7,0.68,6.3,no,8,heavy,60.0,no,medium,no
N22DCQCN112,Tuesday,9.8,cloudy,car,38.7,0.86,7.1,yes,13,moderate,21.0,no,medium,no
N22DCQCN113,Friday,14.7,rainy,bus,27.8,0.8,8.5,yes,15,light,30.0,no,medium,no
N22DCQCN114,Tuesday,8.5,cloudy,train,53.2,0.79,5.1,yes,10,moderate,12.0,no,medium,no
N22DCQCN115,Friday,19.4,sunny,bus,28.2,0.89,9.7,yes,8,heavy,60.0,no,high,yes
N22DCQCN116,Thursday,22.1,sunny,bus,27.5,0.77,7.7,no,16,light,22.0,no,medium,no
N22DCQCN117,Tuesday,6.2,sunny,bike,18.5,0.77,8.8,yes,7,moderate,39.0,yes,medium,no
N22DCQCN118,Friday,12.9,sunny,bus,30.8,0.56,7.7,no,8,heavy,46.0,no,medium,yes
N22DCQCN119,Monday,7.0,sunny,bike,18.0,0.93,9.5,yes,8,moderate,52.0,no,medium,yes
N22DCQCN120,Thursday,7.6,cloudy,car,38.6,0.9,6.1,yes,13,moderate,40.0,no,medium,no
N22DCQCN121,Wednesday,3.3,rainy,bike,17.8,0.46,7.6,yes,13,moderate,10.0,no,medium,no
N22DCQCN122,Wednesday,1.0,windy,bus,23.6,0.5,6.4,yes,7,light,38.0,no,medium,no
N22DCQCN123,Wednesday,5.2,windy,car,33.7,1.0,7.1,yes,7,light,24.0,no,medium,no
N22DCQCN124,Friday,4.7,sunny,bus,26.9,0.64,7.7,yes,7,heavy,10.0,no,high,no
N22DCQCN125,Tuesday,3.7,sunny,bike,16.6,0.42,8.1,yes,9,moderate,24.0,no,medium,no
N22DCQCN126,Tuesday,3.0,sunny,train,45.4,0.39,9.1,yes,7,heavy,28.0,no,low,no
N22DCQCN127,Friday,3.7,cloudy,walk,5.0,0.48,7.8,yes,9,heavy,43.0,no,low,yes
N22DCQCN128,Monday,5.7,rainy,bike,20.6,0.81,6.3,yes,9,heavy,26.0,no,high,no
N22DCQCN129,Thursday,9.8,sunny,bike,18.8,0.88,8.5,yes,15,moderate,19.0,yes,high,no
N22DCQCN130,Thursday,1.0,sunny,bus,24.4,0.91,7.9,no,15,light,35.0,no,high,no
N22DCQCN131,Friday,20.0,rainy,bus,27.2,0.81,4.9,no,15,light,51.0,no,medium,yes
N22DCQCN132,Wednesday,15.8,cloudy,walk,6.6,0.52,7.4,yes,13,moderate,22.0,no,high,yes
N22DCQCN133,Monday,1.0,sunny,train,60.0,0.84,5.6,yes,7,moderate,36.0,no,medium,no
N22DCQCN134,Wednesday,1.0,sunny,bus,23.3,0.7,5.7,no,10,light,29.0,yes,medium,no
N22DCQCN135,Monday,6.0,sunny,bus,30.8,0.72,6.3,yes,8,heavy,39.0,no,high,no
N22DCQCN136,Thursday,1.2,sunny,bike,20.7,0.46,5.9,yes,9,light,35.0,no,medium,no
N22DCQCN137,Wednesday,10.9,sunny,walk,5.7,0.96,5.8,yes,15,light,22.0,no,medium,yes
N22DCQCN138,Monday,3.8,cloudy,bus,23.8,0.93,8.1,yes,8,moderate,25.0,no,low,no
N22DCQCN139,Thursday,15.0,sunny,train,58.7,0.59,6.3,yes,8,moderate,10.0,yes,high,no
N22DCQCN140,Wednesday,5.5,cloudy,bus,24.0,0.33,5.9,yes,10,moderate,10.0,no,medium,no
N22DCQCN141,Thursday,6.8,rainy,bike,11.2,0.39,10.0,yes,9,moderate,48.0,no,high,yes
N22DCQCN142,Tuesday,2.5,cloudy,train,51.9,0.52,8.4,yes,9,light,10.0,no,high,no
N22DCQCN143,Wednesday,2.0,rainy,bike,19.1,1.0,7.1,yes,13,heavy,21.0,no,high,no
N22DCQCN144,Tuesday,1.0,sunny,car,27.2,0.91,5.4,yes,13,light,40.0,no,high,no
N22DCQCN145,Tuesday,1.0,cloudy,bike,19.4,0.73,5.5,yes,15,light,31.0,no,medium,no
N22DCQCN146,Thursday,6.1,cloudy,bike,15.0,0.82,9.0,yes,9,moderate,10.0,no,low,no
N22DCQCN147,Tuesday,12.5,sunny,bus,21.1,0.47,6.5,yes,9,light,10.0,no,low,no
N22DCQCN148,Tuesday,12.9,rainy,bike,23.7,0.4,5.1,no,8,moderate,41.0,no,low,yes
N22DCQCN149,Monday,11.1,cloudy,car,38.8,0.92,6.5,yes,15,light,55.0,no,low,yes
N22DCQCN150,Thursday,8.7,cloudy,car,29.2,0.77,4.9,no,14,moderate,11.0,no,medium,no
N22DCQCN151,Monday,30.0,rainy,bike,21.1,0.33,5.3,no,8,moderate,19.0,no,high,yes
N22DCQCN152,Thursday,12.1,sunny,bike,19.8,1.0,7.0,yes,9,light,46.0,no,medium,yes
N22DCQCN153,Friday,7.5,sunny,bus,29.9,0.88,8.6,yes,8,moderate,31.0,yes,high,no
N22DCQCN154,Wednesday,1.0,sunny,bike,13.5,0.88,6.8,yes,7,light,40.0,no,medium,no
N22DCQCN155,Wednesday,7.4,rainy,car,39.4,0.62,7.5,yes,14,heavy,57.0,no,high,yes
N22DCQCN156,Monday,14.0,sunny,bus,33.9,0.67,6.7,yes,14,light,36.0,no,medium,no
N22DCQCN157,Monday,7.5,cloudy,train,45.0,0.97,6.8,yes,9,moderate,31.0,no,medium,no
N22DCQCN158,Thursday,16.3,cloudy,bike,27.3,0.51,5.6,yes,10,light,32.0,no,high,yes
N22DCQCN159,Friday,22.9,sunny,bike,18.0,0.66,7.1,yes,9,heavy,19.0,no,low,yes
N22DCQCN160,Monday,1.0,sunny,bike,16.5,0.73,7.3,yes,7,heavy,36.0,no,medium,no
N22DCQCN161,Thursday,8.6,sunny,car,32.2,1.0,5.8,yes,15,light,20.0,yes,medium,no
N22DCQCN162,Thursday,14.0,rainy,walk,5.0,1.0,7.5,yes,8,moderate,45.0,no,low,yes
N22DCQCN163,Wednesday,10.3,sunny,car,35.4,0.69,6.9,yes,14,light,31.0,no,medium,no
N22DCQCN164,Thursday,16.1,rainy,train,60.0,0.36,9.1,yes,16,moderate,36.0,no,low,no
N22DCQCN165,Friday,11.4,sunny,bus,31.0,0.38,5.9,yes,15,light,50.0,no,medium,yes
N22DCQCN166,Wednesday,10.5,windy,bus,20.6,0.69,8.4,yes,16,light,22.0,no,medium,no
N22DCQCN167,Thursday,1.0,sunny,train,59.7,0.52,6.8,yes,8,moderate,28.0,no,high,no
N22DCQCN168,Wednesday,12.9,cloudy,bike,15.4,0.88,6.0,yes,9,light,10.0,no,medium,no
N22DCQCN169,Tuesday,11.6,sunny,bus,27.6,0.88,7.1,no,13,light,48.0,yes,high,yes
N22DCQCN170,Thursday,4.4,rainy,bike,17.8,1.0,7.1,yes,15,light,26.0,no,high,no
N22DCQCN171,Monday,6.9,sunny,bike,18.0,0.82,8.6,no,9,moderate,38.0,no,medium,no
N22DCQCN172,Thursday,1.0,sunny,bus,32.5,0.81,8.5,no,8,moderate,36.0,no,low,no
N22DCQCN173,Wednesday,28.0,sunny,bus,26.6,0.72,7.5,yes,13,heavy,29.0,no,high,yes
N22DCQCN174,Thursday,4.0,sunny,bike,19.5,0.79,7.9,yes,15,light,30.0,no,medium,no
N22DCQCN175,Wednesday,2.9,sunny,train,40.9,0.85,6.2,no,14,moderate,41.0,no,medium,no
N22DCQCN176,Wednesday,10.3,cloudy,bus,23.9,0.26,5.5,yes,16,light,55.0,no,medium,yes
N22DCQCN177,Thursday,19.7,cloudy,bike,18.1,0.27,8.7,yes,13,moderate,14.0,no,high,yes
N22DCQCN178,Friday,1.0,cloudy,train,55.9,0.4,6.3,yes,7,heavy,18.0,yes,high,no
N22DCQCN179,Wednesday,4.2,cloudy,bike,15.7,0.82,6.1,yes,8,light,31.0,no,medium,no
N22DCQCN180,Wednesday,4.5,sunny,bus,26.2,0.91,5.4,yes,13,light,39.0,no,medium,no
N22DCQCN181,Wednesday,19.1,sunny,bus,22.5,0.59,8.4,yes,8,moderate,28.0,no,medium,yes
N22DCQCN182,Tuesday,17.1,cloudy,train,47.5,0.2,6.8,yes,8,moderate,38.0,no,high,no
N22DCQCN183,Friday,11.4,cloudy,car,40.8,0.69,7.0,no,13,light,36.0,no,medium,no
N22DCQCN184,Tuesday,15.0,rainy,car,44.2,0.51,7.1,yes,7,moderate,17.0,no,low,no
N22DCQCN185,Monday,15.7,rainy,car,42.5,0.69,6.8,yes,16,moderate,16.0,no,medium,no
N22DCQCN186,Monday,11.4,cloudy,bike,17.4,1.0,10.0,yes,9,moderate,10.0,no,low,no
N22DCQCN187,Thursday,13.5,cloudy,bike,18.5,0.7,7.2,yes,9,light,38.0,no,high,yes
N22DCQCN188,Friday,19.0,rainy,train,51.7,0.52,7.6,yes,8,heavy,22.0,no,medium,no
N22DCQCN189,Tuesday,21.6,rainy,bus,29.0,1.0,7.3,yes,8,heavy,25.0,no,high,yes
N22DCQCN190,Monday,9.4,cloudy,car,32.7,0.57,7.0,yes,7,heavy,25.0,no,medium,no
N22DCQCN191,Monday,5.9,sunny,train,40.5,0.65,9.6,yes,7,heavy,25.0,no,high,no
N22DCQCN192,Monday,24.7,cloudy,bus,26.4,0.72,7.8,yes,16,heavy,32.0,no,high,yes
N22DCQCN193,Thursday,1.0,sunny,car,41.6,1.0,5.4,yes,13,moderate,29.0,no,medium,no
N22DCQCN194,Wednesday,19.8,windy,bike,13.3,0.41,8.4,yes,13,light,11.0,no,high,yes
N22DCQCN195,Friday,9.9,sunny,bus,30.4,0.68,6.2,yes,8,moderate,38.0,no,low,no
N22DCQCN196,Thursday,5.4,rainy,train,45.3,0.76,7.6,yes,10,light,36.0,no,medium,no
N22DCQCN197,Thursday,14.4,rainy,car,28.1,0.43,8.6,no,13,moderate,34.0,no,medium,yes
N22DCQCN198,Wednesday,22.2,rainy,bike,14.0,0.11,7.0,yes,14,moderate,21.0,no,medium,yes
N22DCQCN199,Friday,1.5,sunny,bike,17.1,1.0,5.2,yes,7,moderate,60.0,no,medium,no
N22DCQCN200,Monday,19.2,cloudy,bike,20.8,0.58,5.5,yes,13,heavy,40.0,no,low,yes
N22DCQCN201,Thursday,15.3,sunny,car,36.4,0.58,7.9,yes,7,light,20.0,no,medium,no
N22DCQCN202,Wednesday,21.1,sunny,bus,24.1,0.76,7.8,yes,8,light,27.0,no,low,yes
N22DCQCN203,Thursday,3.4,sunny,train,22.7,0.7,5.3,yes,13,heavy,24.0,no,low,yes
N22DCQCN204,Tuesday,22.7,sunny,bike,14.5,0.99,6.4,yes,15,light,53.0,no,medium,yes
N22DCQCN205,Thursday,1.7,cloudy,car,40.3,0.66,5.4,yes,14,light,38.0,no,medium,no
N22DCQCN206,Monday,2.9,sunny,walk,5.9,0.71,8.4,no,8,heavy,27.0,no,medium,no
N22DCQCN207,Friday,1.0,rainy,car,37.6,0.86,5.9,yes,8,heavy,52.0,no,high,no
N22DCQCN208,Thursday,10.0,cloudy,car,46.8,0.84,9.0,yes,13,moderate,39.0,no,medium,no
N22DCQCN209,Thursday,9.8,cloudy,bike,17.3,0.62,6.5,yes,13,moderate,43.0,no,high,yes
N22DCQCN210,Thursday,8.6,sunny,train,60.0,0.8,4.0,no,8,moderate,24.0,no,medium,no
N22DCQCN211,Monday,15.7,cloudy,car,39.5,0.31,8.9,yes,13,moderate,13.0,yes,high,no
N22DCQCN212,Friday,11.9,cloudy,bike,21.2,1.0,6.2,yes,8,heavy,45.0,no,low,yes
N22DCQCN213,Monday,20.7,cloudy,car,29.7,0.44,8.9,yes,8,heavy,37.0,no,high,yes
N22DCQCN214,Tuesday,20.1,sunny,bus,24.2,0.48,7.6,yes,14,moderate,41.0,yes,medium,yes
N22DCQCN215,Monday,23.9,rainy,bus,24.7,1.0,7.6,no,13,moderate,10.0,no,high,yes
N22DCQCN216,Monday,13.3,rainy,bike,15.6,0.48,7.9,yes,9,heavy,25.0,no,low,yes
N22DCQCN217,Wednesday,12.4,sunny,car,35.6,0.95,7.8,yes,9,moderate,56.0,no,medium,yes
N22DCQCN218,Monday,8.9,cloudy,bike,21.1,0.86,9.4,yes,8,moderate,22.0,no,low,no
N22DCQCN219,Friday,1.0,sunny,car,29.4,0.82,5.0,no,9,heavy,12.0,no,medium,yes
N22DCQCN220,Wednesday,1.0,sunny,bike,19.1,0.72,9.0,yes,15,moderate,25.0,yes,low,no
N22DCQCN221,Wednesday,2.6,cloudy,car,40.3,0.93,6.3,no,8,moderate,16.0,no,high,no
N22DCQCN222,Tuesday,21.9,sunny,bus,21.5,0.43,5.8,yes,15,light,16.0,no,high,yes
N22DCQCN223,Wednesday,1.0,rainy,bike,18.1,0.78,4.2,yes,16,light,38.0,no,low,no
N22DCQCN224,Friday,30.0,cloudy,car,46.6,0.9,8.7,yes,14,heavy,26.0,no,low,yes
N22DCQCN225,Tuesday,14.3,sunny,train,49.6,0.86,8.0,yes,15,light,55.0,no,low,yes
N22DCQCN226,Monday,4.6,sunny,train,58.5,0.84,4.9,yes,13,moderate,34.0,no,medium,no
N22DCQCN227,Thursday,10.2,sunny,car,38.2,0.54,5.8,yes,9,light,37.0,no,high,no
N22DCQCN228,Friday,9.4,cloudy,walk,5.0,0.91,6.8,yes,8,heavy,15.0,no,high,yes
N22DCQCN229,Thursday,1.0,cloudy,car,37.2,0.48,7.1,yes,9,moderate,25.0,no,high,no
N22DCQCN230,Wednesday,16.0,sunny,bus,22.5,0.76,7.7,no,7,moderate,46.0,no,medium,yes
N22DCQCN231,Monday,7.9,rainy,bike,19.2,0.69,6.6,yes,13,heavy,33.0,yes,medium,yes
N22DCQCN232,Monday,2.8,cloudy,bike,20.6,0.71,8.3,no,13,moderate,42.0,no,low,no
N22DCQCN233,Wednesday,17.2,sunny,bike,19.7,0.7,5.2,yes,8,moderate,21.0,no,high,yes
N22DCQCN234,Thursday,9.1,sunny,car,34.3,0.6,6.9,yes,8,moderate,55.0,no,medium,yes
N22DCQCN235,Tuesday,1.0,cloudy,car,42.8,0.76,5.2,yes,10,light,60.0,no,low,no
N22DCQCN236,Wednesday,8.5,cloudy,bus,28.8,1.0,9.9,yes,15,moderate,24.0,yes,medium,no
N22DCQCN237,Tuesday,10.3,sunny,bus,20.8,0.66,10.0,yes,7,light,39.0,no,medium,no
N22DCQCN238,Monday,4.6,sunny,bike,17.5,0.62,7.4,yes,15,light,22.0,no,medium,no
N22DCQCN239,Friday,14.8,cloudy,car,36.7,0.77,6.8,no,7,heavy,29.0,no,high,no
N22DCQCN240,Wednesday,9.0,windy,bus,25.4,0.71,8.5,yes,8,light,10.0,yes,medium,no
N22DCQCN241,Wednesday,4.7,cloudy,bike,16.2,0.92,9.2,yes,8,moderate,19.0,no,high,no
N22DCQCN242,Monday,7.5,cloudy,train,54.8,0.8,7.7,yes,8,heavy,37.0,no,medium,no
N22DCQCN243,Thursday,21.4,sunny,bus,20.6,0.67,5.8,yes,13,light,41.0,no,low,yes
N22DCQCN244,Friday,18.2,sunny,walk,5.0,1.0,7.1,yes,16,heavy,21.0,no,medium,yes
N22DCQCN245,Thursday,1.0,sunny,bike,16.7,0.64,8.6,yes,14,light,34.0,no,high,no
N22DCQCN246,Thursday,4.8,sunny,bus,23.1,0.69,6.0,yes,7,moderate,35.0,no,high,no
N22DCQCN247,Thursday,9.4,rainy,car,37.0,0.71,7.2,yes,9,moderate,10.0,no,medium,no
N22DCQCN248,Tuesday,1.4,cloudy,bike,18.2,0.64,5.0,yes,14,moderate,42.0,no,high,no
N22DCQCN249,Tuesday,8.4,rainy,train,60.0,0.44,7.2,yes,8,moderate,53.0,no,medium,no
N22DCQCN250,Tuesday,22.1,sunny,train,44.2,0.56,6.4,yes,7,moderate,10.0,no,low,no
N22DCQCN251,Friday,24.7,cloudy,train,55.7,0.37,6.0,no,10,light,37.0,no,high,no
N22DCQCN252,Monday,6.4,rainy,bike,17.0,0.95,7.7,yes,8,moderate,16.0,no,high,no
N22DCQCN253,Friday,23.4,sunny,train,31.2,0.59,6.1,yes,15,light,60.0,no,medium,yes
N22DCQCN254,Monday,20.0,sunny,bike,19.8,0.5,8.0,yes,14,heavy,58.0,no,low,yes
N22DCQCN255,Tuesday,19.5,cloudy,bike,17.4,0.86,7.2,no,8,moderate,42.0,no,medium,yes
N22DCQCN256,Friday,4.5,windy,bike,21.9,0.92,9.1,yes,8,heavy,11.0,no,medium,no
N22DCQCN257,Monday,6.4,sunny,train,53.5,0.73,6.3,no,10,moderate,38.0,no,medium,no
N22DCQCN258,Tuesday,1.5,sunny,bus,26.1,0.7,8.0,yes,9,moderate,47.0,no,low,no
N22DCQCN259,Thursday,11.6,windy,bus,20.9,0.56,7.3,yes,9,light,32.0,no,medium,yes
N22DCQCN260,Tuesday,9.7,sunny,bus,23.3,0.42,7.1,yes,7,light,19.0,no,low,no
N22DCQCN261,Wednesday,7.9,cloudy,bus,26.3,0.64,10.0,yes,8,moderate,31.0,no,medium,no
N22DCQCN262,Wednesday,17.8,cloudy,train,54.6,0.83,7.1,yes,7,light,17.0,yes,medium,no
N22DCQCN263,Wednesday,5.7,rainy,bike,14.5,0.58,6.8,yes,10,light,11.0,no,high,no
N22DCQCN264,Monday,13.9,sunny,bike,17.1,0.78,7.0,no,7,heavy,32.0,no,medium,yes
N22DCQCN265,Wednesday,12.1,sunny,car,41.6,0.73,9.4,no,13,light,10.0,no,high,no
N22DCQCN266,Wednesday,5.6,sunny,car,27.5,0.57,7.7,no,8,moderate,10.0,no,medium,no
N22DCQCN267,Wednesday,14.8,sunny,bike,19.6,0.48,5.4,yes,9,moderate,13.0,no,medium,yes
N22DCQCN268,Wednesday,1.0,cloudy,bus,20.4,0.85,6.2,yes,9,moderate,41.0,no,medium,no
N22DCQCN269,Wednesday,3.3,cloudy,bus,13.2,0.73,8.8,yes,16,light,17.0,no,medium,no
N22DCQCN270,Thursday,9.5,sunny,bus,20.4,0.56,7.1,yes,10,light,10.0,no,low,no
N22DCQCN271,Wednesday,5.9,windy,bus,23.4,0.87,9.0,no,14,light,39.0,no,medium,no
N22DCQCN272,Monday,9.4,sunny,bus,23.9,0.94,6.3,yes,14,moderate,47.0,no,medium,yes
N22DCQCN273,Monday,5.9,sunny,walk,5.0,0.61,6.3,yes,7,moderate,55.0,no,medium,yes
N22DCQCN274,Wednesday,4.8,sunny,car,38.8,0.69,9.8,yes,8,moderate,39.0,no,medium,no
N22DCQCN275,Tuesday,5.9,cloudy,bus,23.4,0.27,8.3,yes,7,light,53.0,no,medium,no
N22DCQCN276,Friday,10.6,sunny,bike,13.9,0.52,7.2,yes,13,heavy,31.0,no,high,yes
N22DCQCN277,Thursday,1.0,rainy,walk,5.0,0.97,6.7,yes,9,light,10.0,no,medium,no
N22DCQCN278,Wednesday,8.6,cloudy,bus,22.1,0.48,8.3,yes,7,moderate,24.0,no,medium,no
N22DCQCN279,Tuesday,1.0,sunny,bus,24.0,0.8,7.6,no,8,light,12.0,no,medium,no
N22DCQCN280,Thursday,6.1,rainy,car,40.3,0.97,5.8,yes,9,light,27.0,no,high,no
N22DCQCN281,Wednesday,4.2,cloudy,bus,25.9,0.54,5.9,yes,9,light,40.0,no,high,no
N22DCQCN282,Tuesday,5.7,cloudy,train,42.4,0.8,5.2,no,10,light,42.0,no,low,no
N22DCQCN283,Wednesday,13.0,sunny,bus,27.8,0.73,8.2,yes,13,light,60.0,no,medium,yes
N22DCQCN284,Monday,8.3,cloudy,car,37.5,0.6,8.9,yes,9,heavy,10.0,no,medium,no
N22DCQCN285,Thursday,11.2,sunny,train,52.3,0.62,5.4,yes,8,moderate,57.0,no,medium,yes
N22DCQCN286,Tuesday,11.5,cloudy,bus,20.9,0.59,8.4,yes,7,moderate,21.0,no,high,no
N22DCQCN287,Friday,10.1,cloudy,bike,20.3,0.62,8.5,yes,7,heavy,18.0,no,medium,no
N22DCQCN288,Tuesday,6.8,sunny,train,47.9,0.69,7.3,yes,7,moderate,20.0,no,high,no
N22DCQCN289,Thursday,30.0,windy,bus,28.9,0.78,9.4,yes,14,moderate,34.0,no,low,yes
N22DCQCN290,Tuesday,18.3,sunny,car,36.7,0.71,5.6,no,8,light,52.0,no,medium,yes
N22DCQCN291,Wednesday,14.6,sunny,bike,16.2,0.63,4.4,yes,16,light,19.0,no,low,yes
N22DCQCN292,Thursday,18.0,windy,car,31.1,0.4,9.3,yes,8,moderate,10.0,no,high,no
N22DCQCN293,Wednesday,8.5,cloudy,car,41.8,1.0,6.8,yes,14,moderate,25.0,no,medium,no
N22DCQCN294,Tuesday,21.5,sunny,bike,18.5,0.81,9.2,yes,7,light,54.0,no,high,yes
N22DCQCN295,Tuesday,1.0,cloudy,bike,17.4,0.46,8.5,no,15,light,22.0,no,medium,no
N22DCQCN296,Tuesday,8.9,sunny,bike,17.1,0.8,6.6,yes,14,light,29.0,no,low,no
N22DCQCN297,Monday,23.3,sunny,bike,16.7,0.3,8.0,yes,7,moderate,30.0,no,medium,yes
N22DCQCN298,Friday,15.3,cloudy,car,41.6,0.54,8.4,yes,13,moderate,35.0,no,low,no
N22DCQCN299,Tuesday,10.5,sunny,bike,25.6,0.56,5.6,yes,7,light,12.0,no,medium,no
N22DCQCN300,Monday,11.3,sunny,car,32.5,0.64,7.7,yes,13,light,32.0,no,medium,no
N22DCQCN301,Tuesday,7.9,sunny,car,43.5,0.83,7.6,yes,14,light,14.0,no,medium,no
N22DCQCN302,Friday,2.5,sunny,bus,25.2,0.4,7.6,yes,9,moderate,38.0,no,high,no
N22DCQCN303,Friday,2.8,cloudy,bike,17.6,0.7,7.9,yes,8,moderate,38.0,no,low,no
N22DCQCN304,Tuesday,2.5,rainy,bike,18.8,0.46,4.0,yes,7,light,30.0,no,low,no
N22DCQCN305,Wednesday,1.0,sunny,car,35.5,0.68,7.2,yes,9,light,31.0,no,high,no
N22DCQCN306,Monday,1.0,sunny,bus,25.8,0.94,9.1,yes,7,moderate,24.0,no,medium,no
N22DCQCN307,Thursday,4.5,rainy,car,39.8,0.64,7.1,no,10,light,44.0,no,low,no
N22DCQCN308,Wednesday,12.3,rainy,bike,19.8,0.8,6.6,yes,7,moderate,16.0,yes,medium,yes
N22DCQCN309,Monday,21.9,sunny,bus,27.6,0.61,4.0,yes,10,light,15.0,no,high,no
N22DCQCN310,Thursday,20.9,cloudy,bus,25.8,0.45,6.6,yes,10,light,28.0,no,medium,yes
N22DCQCN311,Thursday,15.5,sunny,car,35.4,0.92,10.0,yes,13,moderate,27.0,no,medium,no
N22DCQCN312,Friday,16.1,cloudy,train,35.9,0.82,5.2,no,16,moderate,52.0,yes,medium,yes
N22DCQCN313,Monday,3.3,cloudy,train,49.3,0.86,5.6,yes,7,heavy,27.0,no,high,yes
N22DCQCN314,Thursday,17.1,sunny,bus,26.0,0.71,8.1,yes,8,heavy,58.0,no,high,yes
N22DCQCN315,Tuesday,11.6,windy,train,49.6,0.58,10.0,yes,7,moderate,18.0,no,medium,no
N22DCQCN316,Monday,10.3,sunny,bike,17.7,0.5,8.1,no,15,light,24.0,no,high,no
N22DCQCN317,Monday,12.0,rainy,bus,23.9,1.0,5.7,yes,7,moderate,41.0,no,high,yes
N22DCQCN318,Friday,3.0,sunny,train,46.9,0.48,4.2,yes,13,light,29.0,no,medium,no
N22DCQCN319,Thursday,7.5,cloudy,bus,28.6,0.99,8.2,yes,15,moderate,16.0,no,medium,no
N22DCQCN320,Tuesday,1.6,sunny,train,60.0,0.52,7.4,yes,9,light,58.0,yes,high,no
N22DCQCN321,Tuesday,1.0,rainy,bike,17.4,0.81,6.8,yes,16,heavy,57.0,no,medium,no
N22DCQCN322,Thursday,30.0,rainy,bus,28.9,0.82,5.8,no,8,light,31.0,no,medium,yes
N22DCQCN323,Wednesday,18.3,cloudy,bike,17.5,0.68,6.8,yes,9,moderate,25.0,no,low,yes
N22DCQCN324,Thursday,18.1,windy,walk,5.0,0.81,8.4,yes,13,light,36.0,no,medium,yes
N22DCQCN325,Wednesday,12.1,sunny,bus,20.5,0.87,5.4,yes,8,light,23.0,no,medium,no
N22DCQCN326,Monday,5.3,rainy,walk,5.4,0.64,7.5,yes,10,light,27.0,no,medium,yes
N22DCQCN327,Friday,10.2,sunny,train,56.8,0.79,5.0,yes,7,heavy,16.0,no,medium,yes
N22DCQCN328,Thursday,15.5,sunny,bike,19.6,0.82,6.3,yes,13,light,39.0,no,low,yes
N22DCQCN329,Monday,17.2,sunny,car,35.0,0.95,5.9,no,15,light,38.0,no,medium,no
N22DCQCN330,Monday,14.4,sunny,bus,25.7,0.73,8.9,yes,13,moderate,50.0,no,medium,yes
N22DCQCN331,Monday,6.2,cloudy,bike,14.8,0.57,7.4,yes,9,moderate,10.0,no,medium,no
