date,student_id,check_in_time,class_start_time,weather_condition,unexpected_event,attendance_status
2025-10-03,N22DCCN170,11:19:15,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN171,11:32:53,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN172,12:09:15,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN173,12:30:51,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN174,12:39:19,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN175,12:07:22,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN176,11:28:05,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN177,13:18:42,13:00:00,Rainy,No,Late
2025-10-03,N22DCCN178,,13:00:00,Rainy,No,Absent
2025-10-03,N22DCCN179,11:46:47,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN180,11:58:15,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN181,11:52:01,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN182,11:33:38,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN183,11:23:53,13:00:00,Rainy,Yes,OnTime
2025-10-03,N22DCCN184,11:54:18,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN185,12:45:42,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN186,11:53:46,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN187,12:38:20,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN188,11:22:41,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN189,11:51:36,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN190,12:25:51,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN191,11:44:33,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN192,12:21:32,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN193,12:54:10,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN194,12:11:04,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN195,12:25:34,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN196,,13:00:00,Rainy,No,Absent
2025-10-03,N22DCCN197,11:21:09,13:00:00,Rainy,Yes,OnTime
2025-10-03,N22DCCN198,11:55:15,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN199,11:54:33,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN200,12:08:24,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN201,11:13:58,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN202,12:14:29,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN203,11:01:50,13:00:00,Rainy,Yes,OnTime
2025-10-03,N22DCCN204,11:34:36,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN205,12:37:38,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN206,12:03:07,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN207,12:41:05,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN208,11:32:16,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN209,11:40:33,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN210,13:09:43,13:00:00,Rainy,No,Late
2025-10-03,N22DCCN211,12:00:43,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN212,11:57:55,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN213,11:41:08,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN214,11:24:20,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN215,11:46:19,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN216,12:11:01,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN217,11:41:01,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN218,12:10:22,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN219,11:58:28,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN220,12:17:23,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN221,12:16:54,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN222,12:45:50,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN223,12:00:18,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN224,11:37:25,13:00:00,Rainy,Yes,OnTime
2025-10-03,N22DCCN225,11:40:09,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN226,12:00:06,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN227,13:03:09,13:00:00,Rainy,No,Late
2025-10-03,N22DCCN228,12:21:56,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN229,11:49:04,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN230,,13:00:00,Rainy,No,Absent
2025-10-03,N22DCCN231,12:05:06,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN232,12:40:28,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN233,12:06:14,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN234,12:30:24,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN235,12:10:28,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN236,11:49:45,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN237,12:27:12,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN238,11:52:30,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN239,11:22:31,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN240,12:20:07,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN241,12:15:19,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN242,11:41:29,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN243,11:50:13,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN244,,13:00:00,Rainy,No,Absent
2025-10-03,N22DCCN245,11:52:28,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN246,11:43:01,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN247,12:38:48,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN248,12:40:28,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN249,11:57:22,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN250,12:36:15,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN251,12:18:15,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN252,11:29:58,13:00:00,Rainy,Yes,OnTime
2025-10-03,N22DCCN253,11:28:41,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN254,12:03:48,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN255,12:22:54,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN256,11:32:36,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN257,12:11:05,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN258,11:26:50,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN259,12:02:06,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN260,11:45:31,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN261,11:47:53,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN262,11:31:43,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN263,11:28:13,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN264,11:45:12,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN265,12:21:26,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN266,11:28:41,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN267,11:53:53,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN268,11:21:38,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN269,12:51:01,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN270,12:07:14,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN271,12:15:35,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN272,12:00:43,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN273,11:03:13,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN274,12:19:25,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN275,11:39:56,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN276,12:13:27,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN277,12:21:59,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN278,12:59:17,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN279,11:53:04,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN280,11:16:32,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN281,13:11:50,13:00:00,Rainy,No,Late
2025-10-03,N22DCCN282,12:03:36,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN283,11:51:29,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN284,11:13:56,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN285,12:23:52,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN286,12:07:19,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN287,,13:00:00,Rainy,No,Absent
2025-10-03,N22DCCN288,12:28:38,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN289,11:44:45,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN290,12:46:19,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN291,12:32:41,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN292,12:31:06,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN293,12:27:33,13:00:00,Rainy,Yes,OnTime
2025-10-03,N22DCCN294,12:14:27,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN295,12:21:54,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN296,12:35:56,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN297,13:00:10,13:00:00,Rainy,No,Late
2025-10-03,N22DCCN298,12:02:23,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN299,12:50:27,13:00:00,Rainy,No,OnTime
2025-10-03,N22DCCN300,12:11:29,13:00:00,Rainy,No,OnTime
2025-10-07,N22DCCN001,12:16:04,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN002,12:38:44,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN003,13:02:10,13:00:00,Sunny,No,Late
2025-10-07,N22DCCN004,12:16:50,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN005,,13:00:00,Sunny,No,Absent
2025-10-07,N22DCCN006,12:55:05,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN007,12:48:20,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN008,12:35:21,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN009,12:20:24,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN010,12:07:31,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN011,12:09:41,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN012,12:14:31,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN013,11:53:47,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN014,12:42:05,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN015,12:28:24,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN016,,13:00:00,Sunny,No,Absent
2025-10-07,N22DCCN017,12:48:06,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN018,12:01:24,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN019,11:59:41,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN020,12:35:16,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN021,12:10:21,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN022,12:57:27,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN023,,13:00:00,Sunny,No,Absent
2025-10-07,N22DCCN024,12:06:22,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN025,12:30:30,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN026,12:13:33,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN027,12:50:32,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN028,11:58:44,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN029,12:27:20,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN030,11:39:30,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN031,11:55:49,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN032,12:40:33,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN033,,13:00:00,Sunny,No,Absent
2025-10-07,N22DCCN034,12:22:52,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN035,12:38:02,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN036,12:43:38,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN037,12:29:30,13:00:00,Sunny,Yes,OnTime
2025-10-07,N22DCCN038,12:49:46,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN039,12:31:49,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN040,12:51:36,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN041,12:44:38,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN042,12:41:16,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN043,12:07:35,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN044,12:32:56,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN045,12:22:33,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN046,12:46:42,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN047,12:37:05,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN048,12:10:59,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN049,12:04:31,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN050,12:15:20,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN051,12:17:00,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN052,12:29:35,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN053,12:17:23,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN054,,13:00:00,Sunny,No,Absent
2025-10-07,N22DCCN055,12:30:49,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN056,11:47:53,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN057,12:35:08,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN058,13:06:52,13:00:00,Sunny,No,Late
2025-10-07,N22DCCN059,12:14:57,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN060,12:30:02,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN061,12:11:00,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN062,12:08:02,13:00:00,Sunny,Yes,OnTime
2025-10-07,N22DCCN063,12:34:02,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN064,11:54:34,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN065,11:39:28,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN066,12:32:22,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN067,11:52:00,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN068,12:28:16,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN069,12:18:18,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN070,12:27:26,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN071,12:17:36,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN072,12:43:06,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN073,11:21:14,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN074,11:56:34,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN075,12:41:40,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN076,11:57:37,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN077,12:38:59,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN078,12:21:04,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN079,12:31:58,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN080,12:19:47,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN081,12:28:32,13:00:00,Sunny,Yes,OnTime
2025-10-07,N22DCCN082,12:20:15,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN083,12:26:34,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN084,12:35:26,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN085,12:38:09,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN086,,13:00:00,Sunny,No,Absent
2025-10-07,N22DCCN087,12:11:19,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN088,12:27:37,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN089,12:24:32,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN090,12:18:06,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN091,12:51:13,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN092,12:35:22,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN093,12:04:36,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN094,11:39:11,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN095,12:09:04,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN096,12:10:51,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN097,13:17:45,13:00:00,Sunny,No,Late
2025-10-07,N22DCCN098,12:00:54,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN099,12:26:07,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN100,12:27:52,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN101,12:37:23,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN102,13:34:14,13:00:00,Sunny,No,Late
2025-10-07,N22DCCN103,12:22:04,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN104,11:57:17,13:00:00,Sunny,Yes,OnTime
2025-10-07,N22DCCN105,12:57:29,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN106,12:09:54,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN107,11:59:15,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN108,11:59:30,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN109,12:28:33,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN110,11:57:18,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN111,12:27:06,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN112,11:50:08,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN113,12:16:55,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN114,12:45:26,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN115,12:51:19,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN116,11:47:38,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN117,12:28:29,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN118,12:30:52,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN119,13:14:27,13:00:00,Sunny,No,Late
2025-10-07,N22DCCN120,12:27:27,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN121,12:32:47,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN122,12:43:13,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN123,13:05:15,13:00:00,Sunny,No,Late
2025-10-07,N22DCCN124,11:58:48,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN125,12:43:35,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN126,12:08:48,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN127,12:15:21,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN128,12:32:42,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN129,11:49:57,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN130,12:30:26,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN131,12:15:31,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN132,11:59:36,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN133,12:32:23,13:00:00,Sunny,Yes,OnTime
2025-10-07,N22DCCN134,12:18:13,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN135,12:38:06,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN136,12:31:52,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN137,12:09:42,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN138,12:12:10,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN139,11:58:47,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN140,11:57:22,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN141,12:10:59,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN142,12:08:38,13:00:00,Sunny,Yes,OnTime
2025-10-07,N22DCCN143,12:11:59,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN144,12:45:54,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN145,12:38:03,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN146,,13:00:00,Sunny,No,Absent
2025-10-07,N22DCCN147,12:16:16,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN148,12:00:56,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN149,12:42:04,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN150,12:22:46,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN151,12:02:12,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN152,12:21:24,13:00:00,Sunny,Yes,OnTime
2025-10-07,N22DCCN153,12:18:09,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN154,12:48:34,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN155,12:05:09,13:00:00,Sunny,Yes,OnTime
2025-10-07,N22DCCN156,12:24:54,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN157,12:19:15,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN158,11:53:34,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN159,12:05:02,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN160,12:01:32,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN161,13:12:48,13:00:00,Sunny,No,Late
2025-10-07,N22DCCN162,12:31:51,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN163,11:48:53,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN164,12:18:27,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN165,11:46:38,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN166,12:18:56,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN167,12:15:49,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN168,12:06:52,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN169,12:13:44,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN170,12:00:23,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN171,12:31:44,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN172,12:10:45,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN173,12:33:14,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN174,12:39:10,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN175,12:47:05,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN176,,13:00:00,Sunny,No,Absent
2025-10-07,N22DCCN177,12:44:34,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN178,12:17:24,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN179,12:18:59,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN180,12:16:53,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN181,12:03:19,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN182,11:41:34,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN183,11:46:16,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN184,12:24:31,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN185,12:40:27,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN186,11:54:33,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN187,12:27:15,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN188,11:47:21,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN189,12:42:20,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN190,12:44:32,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN191,11:53:01,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN192,12:37:47,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN193,,13:00:00,Sunny,No,Absent
2025-10-07,N22DCCN194,11:58:54,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN195,12:22:54,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN196,12:53:49,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN197,11:35:04,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN198,12:00:11,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN199,11:46:14,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN200,11:58:18,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN201,,13:00:00,Sunny,No,Absent
2025-10-07,N22DCCN202,11:34:12,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN203,11:52:36,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN204,11:49:58,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN205,12:51:37,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN206,12:07:56,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN207,13:21:16,13:00:00,Sunny,No,Late
2025-10-07,N22DCCN208,11:52:34,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN209,12:01:30,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN210,13:00:59,13:00:00,Sunny,No,Late
2025-10-07,N22DCCN211,12:29:13,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN212,11:59:22,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN213,12:21:15,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN214,12:15:44,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN215,12:20:05,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN216,12:27:32,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN217,11:51:48,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN218,12:16:15,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN219,11:48:53,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN220,12:51:04,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN221,12:22:27,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN222,12:09:56,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN223,12:02:57,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN224,12:01:14,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN225,11:49:54,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN226,11:43:41,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN227,12:24:41,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN228,12:19:13,13:00:00,Sunny,No,OnTime
2025-10-07,N22DCCN229,12:10:42,13:00:00,Sunny,No,OnTime
